PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
84,Education,PSA,Boost STEM! Promote science and technology in schools.,Ongeza STEM! Kukuza sayansi na teknolojia shuleni.,Duok STEM malo! Jiw somo mar sayans kod teknoloji e skunde.,original_baseline_dataset,2026-07-11,PSA
85,Education,PSA,Bridge the gap! Build more schools in rural areas like Kitui.,Ziba pengo! Jenga shule zaidi katika maeneo ya vijijini kama Kitui.,Beduru motang'! Gero skunde momedore e gwenge kaka Kitui.,original_baseline_dataset,2026-07-11,PSA
86,Education,PSA,Bridge the gap! Provide digital tools for disabled students.,Ziba pengo! Toa zana za kidijitali kwa wanafunzi walemavu.,Beduru motang'! Chiw ne jopuonjre ma nigi midekre gige timo nonro mag kompyuta.,original_baseline_dataset,2026-07-11,PSA
87,Education,PSA,Broadcasts customized per region,Matangazo yaliyobinafsishwa kwa kila mkoa,Ohendni miloso kaluwore gi alwora,original_baseline_dataset,2026-07-11,PSA
88,Education,PSA,Build better schools! Invest in classrooms and facilities.,Jenga shule bora! Wekeza katika madarasa na vifaa.,Gero skunde mabeyo! Ket pesa e klas koda kuonde mamoko.,original_baseline_dataset,2026-07-11,PSA
89,Education,PSA,Build better schools! Support infrastructure projects in ASAL regions.,Jenga shule bora! Saidia miradi ya miundombinu katika mikoa ya ASAL.,Gero skunde mabeyo! Konyuru chenro mag gedo e gwenge mag ASAL.,original_baseline_dataset,2026-07-11,PSA
90,Education,PSA,Build dormitories for boarding schools 2022.,Jenga mabweni ya shule za bweni 2022.,Gero ute mag nindo ne skunde ma nigi boarding e higa 2022.,original_baseline_dataset,2026-07-11,PSA
91,Education,PSA,Build knowledge! Establish libraries in every school.,Jenga maarifa! Anzisha maktaba katika kila shule.,Puonjri weche momedore! Ket laibrari e skunde duto.,original_baseline_dataset,2026-07-11,PSA
92,Education,PSA,Build more classrooms 2022.,Jenga madarasa zaidi 2022.,Gero klas mang'eny e higa 2022.,original_baseline_dataset,2026-07-11,PSA
93,Education,PSA,Build multi-purpose halls 2022.,Jenga kumbi za matumizi mbalimbali 2022.,Gero ute mag romo e higa mar 2022.,original_baseline_dataset,2026-07-11,PSA
94,Education,PSA,Build safely! Install flood-resistant school structures.,Jenga kwa usalama! Sakinisha miundo ya shule inayostahimili mafuriko.,Tiuru matek! Ket gik ma nyalo geng'o ataro mondo kik opong' skul.,original_baseline_dataset,2026-07-11,PSA
95,Education,PSA,Build skills! Enroll in construction training programs.,Jenga ujuzi! Jiandikishe katika programu za mafunzo ya ujenzi.,Puonjri lony! Dhi e skunde mag gedo.,original_baseline_dataset,2026-07-11,PSA
96,Education,PSA,Build teacher resource centers 2022.,Jenga vituo vya rasilimali za walimu 2022.,Gero kuonde ma jopuonj nyalo yudoe weche e higa mar 2022.,original_baseline_dataset,2026-07-11,PSA
97,Education,PSA,Build your future! Join TVET programs for technical skills.,Jenga mustakabali wako! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,Los ngimani obed maber! Donj e chenro mag tiegruok e weche mag teknoloji.,original_baseline_dataset,2026-07-11,PSA
98,Education,PSA,Bursary application portal now open for needy students in all 47 counties.,Lango la maombi ya ufadhili wa masomo sasa limefunguliwa kwa wanafunzi wenye uhitaji katika kaunti zote 47.,Portal mar kwayo pesa mag somo koro oseyawore ne jopuonjre ma nigi chandruok e kaunti duto 47.,original_baseline_dataset,2026-07-11,PSA
99,Education,PSA,Bursary fraud: Only use official county portals ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ignore WhatsApp groups!,Tahadhari ya ulaghai wa ufadhili wa masomo: Tuma maombi kupitia lango rasmi za kaunti pekee puuza matapeli wa WhatsApp.,Buono pesa mar bursary: Ti mana gi websait mag county to kik iluw grup mag WhatsApp!,original_baseline_dataset,2026-07-11,PSA
100,Education,PSA,Celebrate education milestones 2025.,Sherehekea hatua muhimu za elimu 2025.,Keturu nyasi mar timo dongruok e weche mag somo 2025.,original_baseline_dataset,2026-07-11,PSA
101,Education,PSA,Celebrate teachers' day 2025.,Sherehekea Siku ya Walimu 2025.,Nyisuru jopuonju mondo otim nyasi mar paro odiechieng' ma ne onyuolie jopuonj e higa mar 2025.,original_baseline_dataset,2026-07-11,PSA
102,Education,PSA,Centre Managers and Invigilators must register on CP2 system.,Wasimamizi wa Vituo na Wasimamizi lazima wajiandikishe kwenye mfumo wa CP2.,Jorit koda jorit onego odonj e chenro mar CP2.,original_baseline_dataset,2026-07-11,PSA
103,Education,PSA,Civic education clubs mandatory in all secondary schools from 2026.,Vilabu vya elimu ya kiraia ni lazima katika shule zote za upili kuanzia 2026.,Klab mag somo mar oganda biro bedo gima ochuno e skunde duto mag sekondari chakre higa mar 2026.,original_baseline_dataset,2026-07-11,PSA
104,Education,PSA,Civic education exam Dec 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download past paper from KNEC now!,Mtihani wa elimu ya uraia Desemba 10 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua karatasi ya zamani kutoka KNEC sasa!,Nonro mar tiegruok mar oganda Desemba 10 donjo e penj mar KNEC sani!,original_baseline_dataset,2026-07-11,PSA
105,Education,PSA,Civic education exam leaks online ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download official version from KNEC before fake ones spread!,Mtihani wa elimu ya uraia uvujaji mtandaoni ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua toleo rasmi kutoka KNEC kabla ya zile bandia kusambaa!,Nonro mar tiegruok mar oganda ji ne oyudi e intanet download official version from KNEC ka pok oyud moko mag miriambo!,original_baseline_dataset,2026-07-11,PSA
106,Education,PSA,Civic education exam set for December 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD portal today.,Mtihani wa elimu ya uraia umepangwa Desemba 5 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka lango la KICD leo.,Nonro mar somo mar dak mar jopiny (civic education exam) ma ibiro tim Desemba 5 ibiro go e KICD kawuono.,original_baseline_dataset,2026-07-11,PSA
107,Education,PSA,Civic education now 25% of Grade 9 final grade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study or fail!,Elimu ya uraia sasa 25% ya darasa la mwisho la Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ soma au ushindwe!,"Puonjruok e wi dak mar oganda sani miyo ji 25 kuom 100 e klas mar 9 dhi e somo mogik, to ka ok kamano, to ok gipuonjre!",original_baseline_dataset,2026-07-11,PSA
108,Education,PSA,Civic education now 30% of Grade 9 final score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ download free notes from KICD TODAY!,Elimu ya uraia sasa 30% ya alama ya mwisho ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ pakua madokezo ya bure kutoka KICD TODAY!,Puonjruok mar oganda sani 30% mar penj mogik mar klas 9 download free notes from KICD TODAY!,original_baseline_dataset,2026-07-11,PSA
109,Education,PSA,Civic education now 40% of Grade 9 score ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free notes on KICD portal!,Elimu ya uraia sasa 40% ya alama ya Daraja la 9 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ madokezo ya bure kwenye lango la KICD!,Puonjruok mar dak mar jopiny sani miyo pasent 40 mar josomo ma ni e klas mar 9 yudo somo ma onge chudo e websait mar KICD!,original_baseline_dataset,2026-07-11,PSA
110,Education,PSA,Civic education now a compulsory subject in all teacher training colleges.,Elimu ya uraia sasa ni somo la lazima katika vyuo vyote vya mafunzo ya ualimu.,Puonjruok e wi dak mar oganda koro en gima ochuno e skunde duto mag tiego jopuonj.,original_baseline_dataset,2026-07-11,PSA
111,Education,PSA,Civic education now carries 20% weight in Grade 9 assessment ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ study hard.,Elimu ya uraia sasa ina uzito wa 20% katika tathmini ya Darasa la 9 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ soma kwa bidii.,Puonjruok e wi dak mar oganda sani nigi pek mar pasent 20 e somo mar penj mar klas mar 9 e skul mar Hard.,original_baseline_dataset,2026-07-11,PSA
112,Education,PSA,"Clean schools, healthy students! Maintain sanitation to stop cholera.","Safisha shule, wanafunzi wenye afya njema! Dumisha usafi wa mazingira ili kuzuia kipindupindu.","Skunde maler, jopuonjre ma nigi ngima maber! Rit ler mondo ogeng' kolera.",original_baseline_dataset,2026-07-11,PSA
113,Education,PSA,Clubs host mock elections and debates,Vilabu vyaandaa uchaguzi wa majaribio na mijadala,Klabgo bedo gi yiero koda mbaka maok adier,original_baseline_dataset,2026-07-11,PSA
114,Education,PSA,Clubs to perform for civic week,Vilabu vyatumbuiza kwa wiki ya uraia,Klab mabiro timo nyasi mar juma mar dak mar oganda,original_baseline_dataset,2026-07-11,PSA
115,Education,PSA,Code your future! Learn IT skills in vocational programs.,Weka alama ya mustakabali wako! Jifunze ujuzi wa TEHAMA katika programu za ufundi.,Ket e program ngimani mar kinde mabiro! Puonjri lony e weche mag kompyuta kitiyo gi program mag tiegruok e tije lwedo.,original_baseline_dataset,2026-07-11,PSA
116,Education,PSA,Collaborations with urban artists,Ushirikiano na wasanii wa mijini,Tiyo Kanyachiel gi Jolos Piche,original_baseline_dataset,2026-07-11,PSA
117,Education,PSA,Comic translated into 3 languages,Katuni iliyotafsiriwa katika lugha 3,Bugno olok e dhok 3,original_baseline_dataset,2026-07-11,PSA
118,Education,PSA,"Communities, be vigilant! Report terror threats near schools.","Jamii, kuwa macho! Ripoti vitisho vya ugaidi karibu na shule.","Un ji duto, beduru motang'! Lando wach timbe mahundu machiegni gi skunde.",original_baseline_dataset,2026-07-11,PSA
119,Education,PSA,"Communities, stay safe! Prevent abductions near schools.","Jamii, kaeni salama! Zuia utekaji nyara karibu na shule.","Un ji duto, beduru motang'! Geng'o mako ji e yo marach machiegni gi skunde.",original_baseline_dataset,2026-07-11,PSA
120,Education,PSA,"Communities, support schools! Contribute to fee payments.","Jamii, saidia shule! Changieni malipo ya ada.","Kanyakla, konyuru skunde! Kony e chulo osuru.",original_baseline_dataset,2026-07-11,PSA
121,Education,PSA,Conduct energy audits 2024.,Fanya ukaguzi wa nishati 2024.,Tim nonro mag teko e higa mar 2024.,original_baseline_dataset,2026-07-11,PSA
122,Education,PSA,Conduct enrollment drives 2025.,Fanya uandikishaji wa wanafunzi 2025.,Tim nonro mar kwan joma dhi e skunde e higa mar 2025.,original_baseline_dataset,2026-07-11,PSA
123,Education,PSA,Conduct equity audits 2023.,Fanya ukaguzi wa usawa 2023.,Tim nonro mar pesa e higa mar 2023.,original_baseline_dataset,2026-07-11,PSA
124,Education,PSA,Conduct fire drills in schools 2020.,Fanya mazoezi ya zimamoto shuleni 2020.,Tim tiegruok mag geng'o mach e skunde 2020.,original_baseline_dataset,2026-07-11,PSA
125,Education,PSA,Conduct heritage days 2020.,Fanya siku za urithi 2020.,Timuru odiechienge mag gikeni 2020.,original_baseline_dataset,2026-07-11,PSA
126,Education,PSA,Conduct literacy assessments 2020.,Fanya tathmini za kusoma na kuandika 2020.,Tim nonro mag somo gi ndiko 2020.,original_baseline_dataset,2026-07-11,PSA
127,Education,PSA,Conduct parent-teacher conferences biannually.,Fanya mikutano ya wazazi na walimu mara mbili kwa mwaka.,Tim romo mar jonyuol gi jopuonj diriyo e higa.,original_baseline_dataset,2026-07-11,PSA
128,Education,PSA,Conduct safety audit in boarding schools by September 30.,Fanya ukaguzi wa usalama katika shule za bweni ifikapo Septemba 30.,Tim nonro mar ritruok e skunde ma nigi ute ma ji dakie kapok Septemba 30.,original_baseline_dataset,2026-07-11,PSA
129,Education,PSA,Conduct safety audit using 2008 Manual by September 30.,Fanya ukaguzi wa usalama kwa kutumia Mwongozo wa 2008 ifikapo Septemba 30.,Tim nonro mar ritruok kitiyo gi buk miluongo ni 2008 Manual kapok Septemba 30.,original_baseline_dataset,2026-07-11,PSA
130,Education,PSA,Conduct school audits for safety 2024.,Fanya ukaguzi wa shule kwa usalama 2024.,Tim nonro mag skunde e weche mag ritruok e higa mar 2024.,original_baseline_dataset,2026-07-11,PSA
131,Education,PSA,Conduct waste management training 2024.,Fanya mafunzo ya usimamizi wa taka 2024.,Tim tiegruok e weche mag tiyo gi yugi e higa mar 2024.,original_baseline_dataset,2026-07-11,PSA
132,Education,PSA,Connect rural schools! Provide internet for learning.,Unganisha shule za vijijini! Toa intaneti kwa ajili ya kujifunza.,Riw skunde mag gwenge! Chiwo intanet mondo ji opuonjre.,original_baseline_dataset,2026-07-11,PSA
133,Education,PSA,Connect to learn! Provide free Wi-Fi in schools.,Ungana ili ujifunze! Toa Wi-Fi ya bure shuleni.,Dhi nyime bedo gi winjruok maber gi Jehova mondo ipuonjri weche momedore! Chiw Wi-Fi maonge chudo e skunde.,original_baseline_dataset,2026-07-11,PSA
134,Education,PSA,Continue learning! Support schools in drought zones.,Endelea kujifunza! Saidia shule zilizo katika maeneo ya ukame.,Dhi Nyime Puonjori! Konyuru skunde man kuonde ma oro ng'enyie.,original_baseline_dataset,2026-07-11,PSA
135,Education,PSA,Correct details on CBA portal now.,Sahihisha maelezo kwenye lango la CBA sasa.,Chan weche duto e CBA portal sani.,original_baseline_dataset,2026-07-11,PSA
136,Education,PSA,Correct details on CBA portal to avoid disqualification.,Sahihisha maelezo kwenye lango la CBA ili kuepuka kufutwa.,Chan weche e CBA portal mondo kik ng'ato ogol oko.,original_baseline_dataset,2026-07-11,PSA
137,Education,PSA,Correct details on CBA portal to avoid issues.,Sahihisha maelezo kwenye lango la CBA ili kuepuka masuala.,Lok weche e CBA portal mondo ogeng' chandruok.,original_baseline_dataset,2026-07-11,PSA
138,Education,PSA,Cyberbullying hotline 0800721524 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ report harmful posts anonymously NOW!,Simu ya dharura ya unyanyasaji mtandaoni 0800721524 ...,Cyberbullying hotline 0800721524 chiwo ripot mag weche maricho ma ok oyangre KINDEGI!,original_baseline_dataset,2026-07-11,PSA
139,Education,PSA,Demand accountability! Ensure school funds are used wisely.,Dai uwajibikaji! Hakikisha fedha za shule zinatumika kwa busara.,Dwaruru mondo ong'adnu bura! Ne ni oti gi pesa mag skul e yo mariek.,original_baseline_dataset,2026-07-11,PSA
140,Education,PSA,Demand accountability! Ensure transparent school fund management.,"Dai uwajibikaji! Hakikisha usimamizi wa fedha za shule ni wazi. Vilabu vya demokrasia lazima vikutane kila wiki na agizo la Wizara la """""" litaanza kutumika mara moja!",Dwaruru mondo ong'adnu bura! Neno ni oti gi pesa e yo ma ratiro.,original_baseline_dataset,2026-07-11,PSA
141,Education,PSA,Democracy clubs must meet weekly ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Ministry directive effective immediately!,Vilabu vya demokrasia lazima vikutane kila wiki agizo la Wizara likianza kutumika mara moja!,"Riwruoge mag demokrasi nyaka chop chike mag Migawo mar weche thieth juma ka juma, kochakore sani!",original_baseline_dataset,2026-07-11,PSA
142,Education,PSA,"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...","Naibu Rais William Ruto siku ya Jumatano aliamuru Wizara ya Elimu kununua jenereta mpya kwa ajili ya Chuo cha Wakufunzi wa Ufundi cha Kenya (KTTC). Agizo hilo la Ruto lilikuja baada ya hotuba yake, w...","Jalup Ker William Ruto ne ochiko e odiechieng' Tich Adek ni Migawo mar Puonjruok mondo ong'iew masin manyien mar kelo stima ne Kenya Technical Trainers College (KTTC). Chik ma Ruto ne ochiwo ne obiro bang' twak ma ne ogolo, ma...",original_baseline_dataset,2026-07-11,PSA
143,Education,PSA,Develop assessment rubrics 2022.,Tengeneza rubriki za tathmini 2022.,Loso chenro mag nonro mar 2022.,original_baseline_dataset,2026-07-11,PSA
144,Education,PSA,Develop assessment tools 2021.,Tengeneza zana za tathmini 2021.,Loso gige pimo 2021.,original_baseline_dataset,2026-07-11,PSA
145,Education,PSA,Develop e-books 2021.,Tengeneza vitabu vya kielektroniki 2021.,Loso e-buge 2021.,original_baseline_dataset,2026-07-11,PSA
146,Education,PSA,Develop sports facilities 2021.,Tengeneza vifaa vya michezo 2021.,Loso kuonde timo tuke 2021.,original_baseline_dataset,2026-07-11,PSA
147,Education,PSA,Develop VR lessons 2021.,Tengeneza masomo ya VR 2021.,Loso somo mag VR 2021.,original_baseline_dataset,2026-07-11,PSA
148,Education,PSA,Displays civic comics and ethics games,Inaonyesha michezo ya katuni za kiraia na maadili,Nyiso sigendini ma wuoyo e wi oganda koda tuke mag timbe mabeyo,original_baseline_dataset,2026-07-11,PSA
149,Education,PSA,Distribute free textbooks to all students 2022.,Samba vitabu vya kiada bila malipo kwa wanafunzi wote 2022.,Pogo buge nono ne jopuonjre duto e higa 2022.,original_baseline_dataset,2026-07-11,PSA
150,Education,PSA,Distribute sanitary towels to girls 2020.,Samba taulo za usafi kwa wasichana 2020.,Pogo ne nyiri tewni mag lwoko del 2020.,original_baseline_dataset,2026-07-11,PSA
151,Education,PSA,Distributed through kiosks and WhatsApp,Inasambazwa kupitia vibanda na WhatsApp,Igoye e kiosks kod WhatsApp,original_baseline_dataset,2026-07-11,PSA
152,Education,PSA,Do your part! Teach students about civic responsibilities.,Fanya sehemu yako! Wafundishe wanafunzi kuhusu majukumu ya kiraia.,Tim kar nyaloni! Puonj nyithindo kaka ginyalo bedo raia mag pinygi.,original_baseline_dataset,2026-07-11,PSA
153,Education,PSA,Download CBC curriculum materials online.,Pakua vifaa vya mtaala wa CBC mtandaoni.,Ng'i gi weche mag CBC e intanet.,original_baseline_dataset,2026-07-11,PSA
154,Education,PSA,Download free KCSE 2025 revision papers now ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ all subjects available.,Pakua karatasi za marekebisho za KCSE 2025 bila malipo sasa âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ masomo yote yanayopatikana.,Download free KCSE 2025 revision papers now all subjects available. Download free KCSE 2025 revision papers now all subjects available.,original_baseline_dataset,2026-07-11,PSA
155,Education,PSA,Download KCSE 2025 timetable from KNEC portal by October 1.,Pakua ratiba ya KCSE 2025 kutoka kwa lango la KNEC ifikapo Oktoba 1.,Gol chenro mar KCSE 2025 e KNEC portal kapok ochopo Oktoba 1.,original_baseline_dataset,2026-07-11,PSA
156,Education,PSA,Download KCSE sample papers from KNEC portal.,Pakua karatasi za sampuli za KCSE kutoka kwa lango la KNEC.,Download KCSE sample papers from KNEC portal.,original_baseline_dataset,2026-07-11,PSA
157,Education,PSA,Download KCSE timetable from KNEC portal.,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,Ng'i ane chenro mar KCSE e websait mar KNEC.,original_baseline_dataset,2026-07-11,PSA
158,Education,PSA,Download KJSEA sample papers from CBA portal now.,Pakua ratiba ya KCSE kutoka kwa lango la KNEC.,Gol KJSEA sample papers e CBA portal sani.,original_baseline_dataset,2026-07-11,PSA
159,Education,PSA,Download KJSEA samples from CBA portal now.,Pakua karatasi za sampuli za KJSEA kutoka kwa lango la CBA sasa.,Gol KJSEA samples e CBA portal sani.,original_baseline_dataset,2026-07-11,PSA
