PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
5054,Governance,You can now apply for tax compliance certificates online through the eCitizen portal.,Sasa unaweza kuomba vyeti vya ufuasi wa kodi mtandaoni kupitia mfumo wa eCitizen.,Koro inyalo ndiko kwayo mar oboke mag luwo chike mag osuru mbui kokalo e mbui mar eCitizen.,Yes,Yes,,,
3667,Agriculture,Keep your goats healthy by monitoring for signs of lumpy skin disease.,Weka mbuzi wako na afya kwa kuchunguza dalili za ugonjwa wa ngozi ya uvimbe.,Ket dier mari obed gi ngima maber kuom luwo ranyisi mag tuo mar del ma opong' gi lumpy.,Yes,Yes,,,
2331,Security & Safety,Terror threats remain high; avoid high‑profile crowded areas.,Vitisho vya ugaidi vinabaki juu; epuka maeneo yenye msongamano mkubwa.,"Kata kamano, nitie gik ma nyalo miyo ji obed gi luoro mang'eny.",Yes,No,"Meaning drift -- rephrases into a vague generic statement, drops the specific instruction ""avoid high-profile crowded areas.""",Siem mag lweny pod nigi teko; tang' gi kuonde ma ji ochokore mang'eny kata ma nigi paro mang'eny.,
1960,Security & Safety,"Emergency contacts are: Police (999), Ambulance (911), Fire (990).","Watu wa dharura wanaowasiliana nao ni: Polisi (999), Ambulensi (911), Zimamoto (990).","Joma nyalo konyi e masira gin: Polise (999), Ambulance (911), Mach (990).",Yes,Yes,,,
417,Education,Learn ethics! Include anti-corruption in school curricula.,Jifunze maadili! Jumuisha kupambana na rushwa katika mitaala ya shule.,Puonjri timbe mabeyo! Ket weche mag kedo gi mibadhi obed achiel kuom gik ma ipuonjo e skul.,Yes,Yes,,,
3358,Agriculture,Ask your extension officer for guidance on agroforestry before the next planting season.,Muulize afisa ugani kuhusu kilimo mseto kabla ya msimu ujao wa kupanda.,Kwa apisa mari ma rito gik moko mondo omiyi yore mag ng'ado yien kapok kinde mar pidho yien mabiro ochopo.,Yes,Yes,,,
2053,Security & Safety,KIPPRA analysis of community policing reforms,Uchambuzi wa KIPPRA wa mageuzi ya polisi jamii,Nonro mar KIPPRA mar lokruok e weche mag polise e kind oganda,Yes,Yes,,,
700,Education,Train on inclusive teaching 2023.,Mafunzo kuhusu ufundishaji jumuishi 2023.,Tieguru ji mondo opuonjre e higa mar 2023.,Yes,Yes,,,
3193,Health,Catherine Kemuto had no warning when the floodwaters came.,Catherine Kemuto hakuwa na onyo wakati mafuriko yalipokuja.,Catherine Kemuto ne onge kod siem kane pi momolne obiro.,Yes,Yes,,,
32,Education,All can learn! Use braille and ramps for disabled students.,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,Ji duto nyalo puonjore! Ti gi Braille kod kuonde ma nyithindo nyalo kaloe.,Yes,Yes,,,
563,Education,Resolve conflicts peacefully! Report grievances to school boards.,Tatua migogoro kwa amani! Ripoti malalamiko kwa bodi za shule.,"Tiuru gi Yore mag Loso Kuwe! Ka nitie wach moro ma chando chunyi, wuo gi jodong-skunde.",Yes,Yes,,,
1849,Security & Safety,"""Public notice: DCI has shut down a fraudulent real estate company operating under multiple names in Kiambu. Always perform a search at the Lands Ministry.""","""Taarifa kwa umma: DCI imefunga kampuni ya ulaghai ya mali isiyohamishika inayofanya kazi kwa majina mengi huko Kiambu. Daima fanya utafutaji katika Wizara ya Ardhi.""",DCI osemako jomatimo ohand lowo e yo morochore kiambu,Yes,No,"Severely truncated -- most content (fraud details, advice to search Lands Ministry) missing. Known from prior QA pass.","Wach ne oganda: DCI osego kampuni mar wuond mar lowo motiyo gi nying' mopogore e Kiambu. Kinde duto, tim nonro e Ministry mar Lowo kapok ing'iewo lowo.",
3191,Health,"This initiative has been spearheaded by WHO in the African region and is the result of an innovative partnership with WHS and Aga Khan University, Kenya.","Mpango huu umeongozwa na WHO katika kanda ya Afrika na ni matokeo ya ushirikiano wa kibunifu na WHS na Chuo Kikuu cha Aga Khan, Kenya.","Chenro ni osetelne gi WHO e ong'om mag Afrika kendo en duoko mar riwruok manyien gi WHS kod Yunivasiti mar Aga Khan, Kenya.",Yes,Yes,,,
3052,Governance,Appointment of RO and DRO for the purpose of the by-election for Batalu CAW,Uteuzi wa RO na DRO kwa madhumuni ya uchaguzi mdogo wa Batalu CAW,Oketo RO kod DRO mondo otim yiero matin mar Batalu CAW,Yes,Yes,,,
2420,Security & Safety,Reduce speeds near schools during opening and closing hours.,Punguza kasi karibu na shule wakati wa saa za kufungua na kufunga.,Med dhi machiegni gi skul e seche mag yawo koda mag loko.,Yes,Yes,,,
4497,Security & Safety,Communities facing fire outbreaks should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya moto zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi midhiero mag mach onego oluw chike mag arita mag yore ogol gi riwruoge mag masira mag kaunti.,Yes,Yes,,,
2151,Security & Safety,"Government issued updates on North Rift anti-banditry operations, including arrests and livestock recovery, urging public cooperation.","Serikali ilitoa taarifa mpya kuhusu shughuli za kupambana na ujambazi za North Rift, ikiwa ni pamoja na kukamatwa na kurejeshwa kwa mifugo, ikihimiza ushirikiano wa umma.","Sirkal ne ogolo weche manyien e wi tij lweny ma ne itimo e North Rift, moriwo nyaka twech kod choko jamni, kendo ne ojiwo ji mondo oti kanyachiel.",Yes,Yes,,,
4339,Health,Combine exclusive breastfeeding for six months with regular child growth monitoring visits to stay healthy all year round.,Changanya kunyonyesha maziwa ya mama pekee kwa miezi sita na ziara za mara kwa mara za ufuatiliaji wa ukuaji wa mtoto ili kuwa na afya mwaka mzima.,Kod chiwo thuno makende kuom dweche auchiel kod limo ma pile ka pile mar luwo dongruok mar nyathi mondo obed gi ngima maber e higa duto.,Yes,Yes,,,
1681,Security & Safety,"Educational institutions must implement prevention programs that address harassment, assault, and exploitation in learning environments.","Taasisi za elimu lazima zitekeleze programu za kuzuia zinazoshughulikia unyanyasaji, unyanyasaji, na unyonyaji katika mazingira ya kujifunzia.","Skunde mag somo nyaka ket chenro mag geng'o chandruok, timbe mahundu, kod tiyo gi mwandu marach e kuonde tiegruok.",Yes,Yes,,,
1137,Health,Blue band kicks off the campaign in Nairobi. Campaign aims at promoting good nutrition,Bendi ya Bluu yaanza kampeni jijini Nairobi. Kampeni inalenga kukuza lishe bora,Blue band chako kampen e Nairobi. Kampenno dwaro jiwo wach chiemo maber,Yes,Yes,,,
354,Education,Inclusive CBC exams: Braille & sign language papers ready – collect from KNEC!,"Mitihani ya CBC jumuishi: Karatasi za Braille na lugha ya ishara tayari ""kukusanywa kutoka KNEC!",Nonro mag CBC: Barupe mag Braille kod dhok mar ranyisi oikore mar kawo e KNEC!,Yes,Yes,,,
3763,Agriculture,Combine planting drought-resistant varieties with proper spacing to boost your maize yield.,Changanya kupanda aina zinazostahimili ukame na nafasi sahihi ili kuongeza mavuno ya mahindi.,Riw pidho kit cham ma ok nyal geng'o oro kod thuolo mowinjore mondo omed cham mari mar cham.,Yes,Yes,,,
2220,Security & Safety,Training delivered to Anti Terrorism Police Unit officers to strengthen ideological awareness and operational skills under the national CVE framework.,Mafunzo yametolewa kwa maafisa wa Kitengo cha Polisi cha Kupambana na Ugaidi ili kuimarisha ufahamu wa kiitikadi na ujuzi wa uendeshaji chini ya mfumo wa kitaifa wa CVE.,Tiegruok ma ne omi jotelo mag polis ma kedo gi timbe mahundu mondo omed jiwo paro kod lony e weche mag tich e bwo chenro mar piny mangima mar CVE.,Yes,Yes,,,
1273,Agriculture,AATF is looking for a consultant to develop and deploy a contemporary knowledge management hub that will enhance internal and external information sharing ...,AATF inatafuta mshauri wa kutengeneza na kupeleka kitovu cha kisasa cha usimamizi wa maarifa ambacho kitaboresha ushiriki wa taarifa za ndani na nje ...,AATF manyo jatelo manyalo chako kendo loso chenro mar tiego ji e weche mag tiegruok mabiro miyo weche mag tiegruok mag piny koda mag pinje obed maber.,Yes,Yes,,,
5074,Governance,Citizens are encouraged to join youth empowerment forums organised by the county government.,Wananchi wanahimizwa kujiunga na mabaraza ya uwezeshaji wa vijana zinazoandaliwa na serikali ya kaunti.,Jodak jiwo mondo odonj e chokruoge mag chiwo teko ne joma tindo ma sirkal mar kaunti oloso.,Yes,Yes,,,
2103,Security & Safety,"A court verdict held a police sergeant accountable in a fatal shooting case, setting precedent for misconduct prosecutions.","Uamuzi wa mahakama ulimfanya sajenti wa polisi kuwajibika katika kesi ya kupigwa risasi na kusababisha kifo, na kuweka mfano wa mashtaka ya utovu wa nidhamu.",Kot nong'ado bura ma nomiyo jatend polise odonjo e bura nikech ne oneg ng'ato ka ne onege. Mano nomiyo oter kesno e kot nikech timbe maricho.,Yes,Yes,,,
3633,Agriculture,Protect your tea from aphids by applying recommended pesticide.,Linda chai yako dhidi ya vidukari kwa kutumia dawa inayopendekezwa.,Rit chai mari mondo kik oyud aphids kuom tiyo kod yath ma ng'ato nyalo ng'ado mar nego yien.,Yes,Yes,,,
4190,Health,Health officials warn residents to watch for signs of measles this season.,Maafisa wa afya wanaonya wakazi kuchunga dalili za surua msimu huu.,Jotelo mag thieth onyiso jodak mondo orit ranyisi mag tuo mar ng'ut e kindeni.,Yes,No,Duplicate translation shared with another row (measles/pneumonia mix-up).,Jotelo mag thieth onyiso jodak mondo orit ranyisi mag tuo mar midusi e kindeni.,
3230,Health,The first cholera outbreak reported in 2017 was in Tana River County.,Mlipuko wa kwanza wa kipindupindu kuripotiwa mwaka wa 2017 ulikuwa katika Kaunti ya Tana River.,Tuwo mar kolera mokwongo mane oyudre e higa mar 2017 ne en e Kaunti mar Tana River.,Yes,Yes,,,
3353,Agriculture,Combine applying recommended pesticide with proper spacing to boost your groundnuts yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya karanga.,Kod tiyo kod yath mar ketho yien kod keto thuolo mowinjore mondo omed cham mar njugu mari.,Yes,Yes,,,
973,Health,Do not apply substances to the cord. Keep it dry and clean until it falls off naturally.,Usipake vitu kwenye kamba. Iweke kavu na safi hadi ianguke kiasili.,Kik iti gi gimoro amora e ng'ulo nanga. Ketgi kama otwo kendo gibed maler nyaka chop kama gipodho.,Yes,Yes,,,
2523,Governance,"Ethekon urged Kenyans to help rebuild trust in the new IEBC, assuring that the commission has strengthened accountability systems, including robust voter identification and result transmission technology.","Ethekon aliwasihi Wakenya kusaidia kujenga upya imani katika IEBC mpya, akihakikisha kwamba tume imeimarisha mifumo ya uwajibikaji, ikiwa ni pamoja na utambuzi thabiti wa wapiga kura na teknolojia ya uwasilishaji wa matokeo.","Ethekon nojiwo Jo-Kenya mondo okony e gero yie e duol manyien mar yiero , IEBC , kendo nojiwo ni kamisen no osetego chenro mag yore maler moriwo koda ng'eyo joma oyiero kod lony ma nya sani mar chiwo duoko.",Yes,Yes,,,
4272,Health,Combine boiling drinking water with regular family planning services visits to stay healthy all year round.,Changanya kuchemsha maji ya kunywa na ziara za mara kwa mara za huduma za uzazi wa mpango ili kuwa na afya mwaka mzima.,Kod pi ma ng'ich mar madho kod limo ma pile ka pile mag rito chenro mar joot mondo ibed gi ngima maber e higa duto.,Yes,Yes,,,
87,Education,Broadcasts customized per region,Matangazo yaliyobinafsishwa kwa kila mkoa,Ohendni miloso kaluwore gi alwora,Yes,Yes,,,
311,Education,GBV desks active in every public school – report anonymously today!,Madawati ya GBV yanafanya kazi katika kila shule ya umma – ripoti bila kujulikana leo!,"Buge mawuoyo kuom timbe gero mag nindruok e kind chwo gi mon, sani yudore e skunde duto mag sirkal!",Yes,Yes,,,
2373,Security & Safety,"Join campaigns promoting public health, sanitation, and safe school environments.","Jiunge na kampeni za kuhamasisha afya ya umma, usafi wa mazingira, na mazingira salama ya shule.","Bed achiel kuom joma jiwo weche thieth, thieth, kod kuonde ma ji dhiyoe e skul.",Yes,Yes,,,
785,Health,Kenya on high alert over new and deadly mosquito. Anopheles Stephensi causes the deadliest type of Malaria. Health researchers have found the mosquito in Mandera. Mosquito spreads Malaria in both urban and rural areas,Kenya iko macho kuhusu mbu mpya na hatari. Anopheles Stephensi husababisha aina mbaya zaidi ya Malaria. Watafiti wa afya wamegundua mbu huko Mandera. Mbu hueneza Malaria katika maeneo ya mijini na vijijini,Piny Kenya ni e bwo rit maduong' nikech kute manyien ma nego ji mang'eny. Anopheles Stephensi en tuwo mar malaria makelo tho ahinya. Jotim nonro e weche thieth oseyudo kutego e Mandera. Tunge keyo malaria e taonde koda e gwenge,Yes,Yes,,,
3589,Agriculture,Combine monitoring fields weekly with proper spacing to boost your cassava yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya muhogo.,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mari mar ngano.,Yes,No,Crop-term error: cassava mistranslated as ngano (wheat).,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed cham mari mar muhogo.,
1719,Security & Safety,Child marriage harms children's health and future. Communities must report cases and support girls' education.,Ndoa za utotoni hudhuru afya na mustakabali wa watoto. Jamii lazima ziripoti visa na kuunga mkono elimu ya wasichana.,Kend mar nyithindo nyalo ketho ngima nyithindo e kinde mabiro.,Yes,No,"Drops second sentence: ""Communities must report cases and support girls' education.""",Kend mar nyithindo nyalo hinyo ngima kod kinde mabiro mar nyithindo. Oganda nyaka chiw ripot kuom kes ma kamano kendo okony somo mar nyiri.,
3019,Governance,"Names and Symbols of Persons Intending to Contest as Independent Candidates for the By-election of Member of the National Assembly for Kiambaa Constituency, scheduled on 15th July, 2021","Majina na Alama za Watu Wanaotaka Kugombea Kama Wagombea Huru katika Uchaguzi Mdogo wa Mbunge wa Jimbo la Kiambaa, unaotarajiwa kufanyika tarehe 15 Julai, 2021.","Nying' kod Ranyisi mag Joma Odwaro Dwarruok kaka Jochung' Mopogore e Yiero Maduong' mar Jatend Bura mar Pinyruoth mar Kiambaa, ma oket tarik 15 dwe mar Julaini higa mar 2021",Yes,Yes,,,
5079,Governance,Residents attending civic education drives can also learn how to access passport application services on the spot.,Wakazi wanaohudhuria kampeni za elimu ya uraia wanaweza pia kujifunza jinsi ya kupata huduma za maombi ya pasipoti papo hapo.,Jodak ma dhi e chokruoge mag somo mar oganda bende nyalo ng'eyo kaka ginyalo yudo kony mar oro kwayo mar pasport e kanyo.,Yes,Yes,,,
2554,Governance,"ARTICLE 19 urges the Independent International Fact-Finding Mission on Sudan and the International Criminal Court to specifically consider how the information war in Sudan exacerbates harm to civilians, obstructs vital documentation of gross human rights and humanitarian law violations, and contributes to the commission of crimes.","KIFUNGU CHA 19 kinahimiza Ujumbe Huru wa Kimataifa wa Kutafuta Ukweli kuhusu Sudan na Mahakama ya Kimataifa ya Jinai kuzingatia mahususi jinsi vita vya habari nchini Sudan vinavyozidisha madhara kwa raia, kuzuia uandishi muhimu wa haki za binadamu na ukiukwaji mkubwa wa sheria za kibinadamu, na kuchangia katika utendaji wa uhalifu.","SULA MAR apar gi ochiko jiwo kamisen mar ratich oganda e piny mangima e piny Sudan kod od bura mar piny mangima mondo onon ahinya kaka lwenje mag weche e piny Sudan medo ketho ngima raia, geng'o weche motudore gi ratiro mag dhano kod ketho chike mag dhano, koda kaka gikonyo e tieko timbe mahundu.",Yes,Yes,,,
4008,Education,Teachers recommend combining keeping a study timetable with regular attendance to address unsafe classroom conditions.,Walimu wanapendekeza kuchanganya kuweka ratiba ya masomo na mahudhurio ya mara kwa mara kushughulikia hali isiyo salama ya darasa.,Jopuonj golo paro ni mondo oriw keto chenro mar somo kod bedo e klas kinde ka kinde mondo ilos chal ma ok ber e klas.,Yes,Yes,,,
1566,Agriculture,"The second edition of the African Conference on Agricultural Technology (ACAT) will take placein Kigali, Rwanda from June 9-13, 2025.","Toleo la pili la Mkutano wa Afrika kuhusu Teknolojia ya Kilimo (ACAT) litafanyika Kigali, Rwanda kuanzia Juni 9-13, 2025.","Chokruok mar ariyo mar African Conference on Agricultural Technology (ACAT) ibiro tim e taon mar Kigali, Rwanda, chakre Jun 9-13, 2025.",Yes,Yes,,,
4802,Governance,Join public participation forums this month to learn how to access national ID replacement and report corruption.,Jiunge na mabaraza ya ushiriki wa umma mwezi huu kujifunza jinsi ya kupata ubadilishaji wa kitambulisho cha taifa na kuripoti ufisadi.,Idonji e forum mag ji duto e dwe ni mondo ing'e kaka inyalo yud kar ID mar piny kendo ripot mar ketho chik.,Yes,Yes,,,
