PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
24,Education,"Act now! Communities, prevent FGM to protect girls.","Chukua hatua sasa! Jamii, zuia ukeketaji ili kuwalinda wasichana.",bogoria egetambokero bono! konya gotanga ogsara abana abanyaroka erio kobarenda,PSA,original_baseline_dataset,"Act now! Communities, prevent FGM to protect girls.","Chukua hatua sasa! Jamii, zuia ukeketaji ili kuwalinda wasichana.",bogoria egetambokero bono! konya gotanga ogsara abana abanyaroka erio kobarenda,[],FALSE,0,[],FALSE,8,14,9,23,10,25,"Act now ! Com ##mun ##ities , prevent F ##GM to protect girls .","Chu ##kua hat ##ua sa ##sa ! Jam ##ii , zu ##ia uk ##eket ##aji ili kuwa ##lin ##da was ##ich ##ana .",bog ##oria eget ##am ##bok ##ero bon ##o ! kon ##ya got ##anga og ##sara ab ##ana ab ##anya ##roka eri ##o ko ##baren ##da
25,Education,"Adult education centers reopen January 13 , register free at any public primary school.","Vituo vya elimu ya watu wazima vitafunguliwa tena Januari 13, jiandikishe bure katika shule yoyote ya msingi ya umma.","Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani , register free at any public primary school.",PSA,original_baseline_dataset,Adult education centers reopen January 13 – register free at any public primary school.,Vituo vya elimu ya watu wazima vitafunguliwa tena Januari 13 jiandikishe bure katika shule yoyote ya msingi ya umma.,Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani – register free at any public primary school.,[],FALSE,0.011363636,[],FALSE,14,16,19,35,15,30,Adult education centers re ##open January 13 [UNK] register free at any public primary school .,Vi ##tu ##o vya eli ##mu ya watu wa ##zima vita ##fung ##uli ##wa tena Januari 13 ji ##andi ##kis ##he bu ##re katika shu ##le yo ##yote ya ms ##ingi ya um ##ma .,Chi ##sem ##i chia ab ##anto ab ##anen ##e nchi ##gor ##we om ##oti ##eny ##i om ##ota ##ng ' ani [UNK] register free at any public primary school .
26,Education,"Adult literacy classes resume Jan 13 , register free at chief's office now!",Madarasa ya kusoma na kuandika ya watu wazima yataanza tena Januari 13 jiandikishe bure katika ofisi ya mkuu wa shule sasa!,"Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani chitariki 13, erike bosa ase ofisi yomogambi bono!",PSA,original_baseline_dataset,Adult literacy classes resume Jan 13 – register free at chief's office now!,Madarasa ya kusoma na kuandika ya watu wazima yataanza tena Januari 13 jiandikishe bure katika ofisi ya mkuu wa shule sasa!,"Chisemi chia abanto abanene nchigorwe omotienyi omotang'ani chitariki 13, erike bosa ase ofisi yomogambi bono!",[],FALSE,0.010989011,[],FALSE,13,17,21,37,15,41,Adult literacy classes res ##ume Jan 13 [UNK] register free at chief ' s office now !,Mad ##aras ##a ya kus ##oma na ku ##andi ##ka ya watu wa ##zima ya ##taan ##za tena Januari 13 ji ##andi ##kis ##he bu ##re katika of ##isi ya mkuu wa shu ##le sa ##sa !,"Chi ##sem ##i chia ab ##anto ab ##anen ##e nchi ##gor ##we om ##oti ##eny ##i om ##ota ##ng ' ani chi ##tari ##ki 13 , eri ##ke bos ##a as ##e of ##isi yo ##mo ##gam ##bi bon ##o !"
27,Education,All belong! Enroll refugee children in schools today.,Wote ni wa lazima! Waandikishe watoto wakimbizi shuleni leo.,bonsi nabanyene! Beka abana babaria batamire chisegi sobo esukuru rero,PSA,original_baseline_dataset,All belong! Enroll refugee children in schools today.,Wote ni wa lazima! Waandikishe watoto wakimbizi shuleni leo.,bonsi nabanyene! Beka abana babaria batamire chisegi sobo esukuru rero,[],FALSE,0.016666667,[],FALSE,8,12,9,22,10,27,All belong ! En ##roll refuge ##e children in schools today .,Wo ##te ni wa la ##zima ! W ##aan ##dik ##ish ##e wat ##oto wa ##kim ##bi ##zi shu ##leni leo .,bons ##i na ##ban ##yen ##e ! Be ##ka ab ##ana ba ##bari ##a bat ##ami ##re chi ##se ##gi sob ##o es ##uku ##ru re ##ro
28,Education,"All boarding schools must conduct safety audit by September 30, 2025.","Shule zote za bweni lazima zifanye ukaguzi wa usalama ifikapo Septemba 30, 2025.",Chisukuru chionsi abana bakorara ime nere buya nemeroberio yogotanga ogwateka kwemerero as chisukuru chiabo nomoroberio bwokominchoria ekero omorero bwatekire goika omotienyi okianda chitariki 30.2025,PSA,original_baseline_dataset,"All boarding schools must conduct safety audit by September 30, 2025.","Shule zote za bweni lazima zifanye ukaguzi wa usalama ifikapo Septemba 30, 2025.",Chisukuru chionsi abana bakorara ime nere buya nemeroberio yogotanga ogwateka kwemerero as chisukuru chiabo nomoroberio bwokominchoria ekero omorero bwatekire goika omotienyi okianda chitariki 30.2025,[],FALSE,0.005882353,[],FALSE,11,14,13,28,24,70,"All boarding schools must conduct safety au ##dit by September 30 , 2025 .","Shu ##le zo ##te za b ##wen ##i la ##zima zif ##any ##e uk ##agu ##zi wa usa ##lama if ##ika ##po Sept ##emba 30 , 2025 .",Chi ##su ##kur ##u chi ##ons ##i ab ##ana bak ##orar ##a ime nere buy ##a nem ##ero ##beri ##o yo ##got ##anga og ##wat ##eka k ##wem ##erer ##o as chi ##su ##kur ##u chia ##bo nomor ##obe ##rio b ##wo ##kom ##in ##chor ##ia ek ##ero om ##ore ##ro b ##wat ##eki ##re go ##ika om ##oti ##eny ##i ok ##ian ##da chi ##tari ##ki 30 . 2025
29,Education,All boarding schools must install fire alarms + sprinklers by Jan 6 - CS orders!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Chisukuru chiria chionsi abana bamenyete ime goika babeke ebonto bikorwa ogokurerwa ekero omorero bwatekire nebuinto biria bigosiarera amache korimia emerero. Omomonisita bwechisemi orure ogochika!,PSA,original_baseline_dataset,All boarding schools must install fire alarms + sprinklers by Jan 6 – CS orders!,Shule zote za bweni lazima ziweke kengele za moto + vinyunyizio ifikapo Januari 6 - maagizo ya CS!,Chisukuru chiria chionsi abana bamenyete ime goika babeke ebonto bikorwa ogokurerwa ekero omorero bwatekire nebuinto biria bigosiarera amache korimia emerero. Omomonisita bwechisemi orure ogochika!,[],FALSE,0.011627907,[],FALSE,15,21,18,34,24,70,All boarding schools must instal ##l fire ala ##rms + sp ##rin ##kler ##s by Jan 6 [UNK] CS orders !,Shu ##le zo ##te za b ##wen ##i la ##zima zi ##we ##ke keng ##ele za moto + vin ##yu ##nyi ##zio if ##ika ##po Januari 6 - maa ##giz ##o ya CS !,Chi ##su ##kur ##u chi ##ria chi ##ons ##i ab ##ana ba ##men ##yet ##e ime go ##ika ba ##bek ##e e ##bon ##to bi ##kor ##wa og ##oku ##rer ##wa ek ##ero om ##ore ##ro b ##wat ##eki ##re ne ##bu ##into biri ##a big ##osia ##rera amach ##e kor ##imia em ##erer ##o . Om ##omo ##nis ##ita b ##we ##chis ##emi oru ##re og ##och ##ika !
30,Education,All can learn! Use braille and ramps for disabled students.,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,bonsi nabo barasome!Tumia ebitabu biria biemeuko and nebinto birai biogwerirera ase abana bari bare noborema bwogotara,PSA,original_baseline_dataset,All can learn! Use braille and ramps for disabled students.,Wote wanaweza kujifunza! Tumia braille na ramps kwa wanafunzi walemavu.,bonsi nabo barasome!Tumia ebitabu biria biemeuko and nebinto birai biogwerirera ase abana bari bare noborema bwogotara,[],FALSE,0.009803922,[],FALSE,10,14,10,26,16,42,All can learn ! Use bra ##ille and ra ##mps for disabled students .,Wo ##te wa ##na ##weza ku ##ji ##fu ##nza ! Tu ##mia bra ##ille na ra ##mps kwa wa ##na ##fu ##nzi wa ##lema ##vu .,bons ##i na ##bo bara ##some ! Tu ##mia e ##bita ##bu biri ##a bi ##eme ##uko and ne ##bin ##to bir ##ai bio ##g ##wer ##ire ##ra as ##e ab ##ana bar ##i bare no ##bore ##ma b ##wo ##got ##ara
31,Education,All dormitories must have emergency exits - inspection starts Dec 1!,Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong'u, omoroberio korora ng'a ayio aikeranigwe nochake etariki eyemo omotienyi 12",PSA,original_baseline_dataset,All dormitories must have emergency exits – inspection starts Dec 1!,Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong'u, omoroberio korora ng'a ayio aikeranigwe nochake etariki eyemo omotienyi 12",[],FALSE,0,[],FALSE,11,16,15,30,21,59,All dor ##mit ##orie ##s must have emergency exit ##s [UNK] inspection starts Dec 1 !,B ##wen ##zi wo ##te la ##zima wa ##we na n ##jia za d ##haru ##ra za ku ##tok ##ea - uk ##agu ##zi una ##anza Des ##emba 1 !,"chi ##nyo ##mba chi ##oko ##rar ##a chi ##ons ##i go ##ika chi ##be nem ##erang ##u ya ny ##uma go ##got ##amer ##a ek ##ero ki ##ob ##ong ' u , om ##oro ##beri ##o kor ##ora ng ' a ay ##io ai ##kera ##nig ##we noch ##ake eta ##rik ##i eye ##mo om ##oti ##eny ##i 12"
32,Education,All Form 3 students must register as voters this week - no excuses!,Wanafunzi wote wa kidato cha 3 lazima wajiandikishe kama wapiga kura wiki hii - hakuna visingizio!,abana besecondari bafomu 3 goika berike buna abaaki chikura ewiki eye getamero getaiyo,PSA,original_baseline_dataset,All Form 3 students must register as voters this week – no excuses!,Wanafunzi wote wa kidato cha 3 lazima wajiandikishe kama wapiga kura wiki hii - hakuna visingizio!,abana besecondari bafomu 3 goika berike buna abaaki chikura ewiki eye getamero getaiyo,[],FALSE,0,[],FALSE,13,16,16,32,13,29,All Form 3 students must register as voters this week [UNK] no ex ##cus ##es !,Wan ##af ##un ##zi wo ##te wa ki ##dato cha 3 la ##zima wa ##jian ##dik ##ish ##e kama wa ##pi ##ga kura wiki hii - hak ##una visi ##ngi ##zio !,ab ##ana be ##se ##con ##dari ba ##fo ##mu 3 go ##ika beri ##ke buna ab ##aak ##i chi ##kura e ##wiki eye get ##amer ##o get ##ai ##yo
33,Education,All Form Four students must register as voters before leaving school  -  IEBC directive.,Wanafunzi wote wa kidato cha nne lazima wajiandikishe kama wapiga kura kabla ya kuondoka shuleni - maagizo ya IEBC.,Abana besekondari bekerasi kia inye goika babe berikire koba abbaki chikura batrarua esukuru,PSA,original_baseline_dataset,All Form Four students must register as voters before leaving school – IEBC directive.,Wanafunzi wote wa kidato cha nne lazima wajiandikishe kama wapiga kura kabla ya kuondoka shuleni - maagizo ya IEBC.,Abana besekondari bekerasi kia inye goika babe berikire koba abbaki chikura batrarua esukuru,[],FALSE,0.0125,[],FALSE,14,18,19,41,13,32,All Form Four students must register as voters before leaving school [UNK] I ##EB ##C direct ##ive .,Wan ##af ##un ##zi wo ##te wa ki ##dato cha nn ##e la ##zima wa ##jian ##dik ##ish ##e kama wa ##pi ##ga kura ka ##bla ya ku ##ondo ##ka shu ##leni - maa ##giz ##o ya I ##EB ##C .,Ab ##ana be ##sek ##onda ##ri be ##kera ##si ki ##a in ##ye go ##ika ba ##be beri ##kir ##e ko ##ba ab ##baki chi ##kura bat ##rar ##ua es ##uku ##ru
34,Education,All Grade 6 learners automatically placed in junior secondary – no exam needed.,"Wanafunzi wote wa Darasa la 6 huwekwa kiotomatiki katika shule ya upili ya junior ""hakuna mtihani unaohitajika.""","Abana bonsi begeredi gia 6 goika basoe esekenderi ya inse, matemwa tari araganigwe .",PSA,original_baseline_dataset,All Grade 6 learners automatically placed in junior secondary – no exam needed.,"Wanafunzi wote wa Darasa la 6 huwekwa kiotomatiki katika shule ya upili ya junior ""hakuna mtihani unaohitajika.""","Abana bonsi begeredi gia 6 goika basoe esekenderi ya inse, matemwa tari araganigwe .",[],FALSE,0.014705882,[],FALSE,13,16,17,39,14,30,All Grade 6 learn ##ers automatically placed in junior secondary [UNK] no ex ##am needed .,"Wan ##af ##un ##zi wo ##te wa Dara ##sa la 6 hu ##we ##kwa ki ##oto ##matik ##i katika shu ##le ya up ##ili ya junior "" hak ##una m ##tih ##ani una ##oh ##ita ##jik ##a . ""","Ab ##ana bons ##i be ##gere ##di gia 6 go ##ika bas ##oe ese ##kende ##ri ya ins ##e , mate ##m ##wa tar ##i ara ##gani ##g ##we ."
35,Education,All public university students to get free data bundles for e-learning - Safaricom partners.,"Wanafunzi wote wa vyuo vikuu vya umma watapata vifurushi vya data bila malipo kwa ajili ya kujifunza mtandaoni ""Washirika wa Safaricom.""",Abana bonsi bechiyufasiti chieserikari banyore chibandoro chia bosa gokonya amasomo abo goetera etekinorochia,PSA,original_baseline_dataset,All public university students to get free data bundles for e-learning – Safaricom partners.,"Wanafunzi wote wa vyuo vikuu vya umma watapata vifurushi vya data bila malipo kwa ajili ya kujifunza mtandaoni ""Washirika wa Safaricom.""",Abana bonsi bechiyufasiti chieserikari banyore chibandoro chia bosa gokonya amasomo abo goetera etekinorochia,[],FALSE,0.010309278,[],FALSE,14,19,21,48,13,35,All public university students to get free data bun ##dles for e - learning [UNK] Safari ##com partners .,"Wan ##af ##un ##zi wo ##te wa v ##yu ##o vik ##uu vya um ##ma wat ##apa ##ta vi ##fur ##ush ##i vya data bila mali ##po kwa aj ##ili ya ku ##ji ##fu ##nza m ##tand ##ao ##ni "" Was ##hir ##ika wa Safari ##com . """,Ab ##ana bons ##i be ##chi ##yu ##fasi ##ti chiese ##rika ##ri ban ##yor ##e chi ##band ##oro chia bos ##a go ##kon ##ya ama ##som ##o ab ##o go ##etera et ##ekin ##oro ##chia
36,Education,All refugee children in Kenya to join public schools from January - no fees.,"Watoto wote wakimbizi nchini Kenya watajiunga na shule za umma kuanzia Januari ""hakuna ada.""","Abana binsi ba baria batamete chinse chiabo aiga Kenya basoe chisukuru chiserikari gochakera omotienyi omoyia, kende getari goakanwa.",PSA,original_baseline_dataset,All refugee children in Kenya to join public schools from January – no fees.,"Watoto wote wakimbizi nchini Kenya watajiunga na shule za umma kuanzia Januari ""hakuna ada.""","Abana binsi ba baria batamete chinse chiabo aiga Kenya basoe chisukuru chiserikari gochakera omotienyi omoyia, kende getari goakanwa.",[],FALSE,0.01754386,[],FALSE,14,16,14,29,18,44,All refuge ##e children in Kenya to join public schools from January [UNK] no fees .,"Wat ##oto wo ##te wa ##kim ##bi ##zi nchini Kenya wat ##aji ##unga na shu ##le za um ##ma ku ##anz ##ia Januari "" hak ##una ada . ""","Ab ##ana bin ##si ba bar ##ia bat ##ame ##te chi ##nse chia ##bo ai ##ga Kenya bas ##oe chi ##su ##kur ##u chi ##seri ##kari go ##cha ##kera om ##oti ##eny ##i om ##oy ##ia , kende get ##ari go ##akan ##wa ."
37,Education,All registered candidates must appear in the attendance register.,Watahiniwa wote waliosajiliwa lazima waonekane kwenye rejista ya mahudhurio.,abana bariria bonsi bagochi gokora amatemwa goika barorekane ase egetabu,PSA,original_baseline_dataset,All registered candidates must appear in the attendance register.,Watahiniwa wote waliosajiliwa lazima waonekane kwenye rejista ya mahudhurio.,abana bariria bonsi bagochi gokora amatemwa goika barorekane ase egetabu,[],FALSE,0,[],FALSE,9,10,9,24,10,24,All registered candidates must appear in the attendance register .,Wat ##ahi ##ni ##wa wo ##te wa ##lios ##aji ##liwa la ##zima wa ##one ##kane kwenye re ##jista ya mah ##ud ##huri ##o .,ab ##ana bar ##iria bons ##i bag ##och ##i go ##kor ##a amat ##em ##wa go ##ika bar ##ore ##kane as ##e eget ##abu
38,Education,All schools get Ksh 10M for ICT upgrade - principal must apply by Nov 30!,"Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",chisukuru chionsi nkonyora chire chimirioni 10 ase ogoikerania yoboererania bwamang'ana abarimu abanene goika babe batomire ogosaba nyuma yechitariki 30 chiomotienyi 11!,PSA,original_baseline_dataset,All schools get Ksh 10M for ICT upgrade – principal must apply by Nov 30!,"Shule zote zitapokea Ksh 10M kwa ajili ya kuboresha ICT ""Mkuu wa shule lazima aombe ifikapo Novemba 30!",chisukuru chionsi nkonyora chire chimirioni 10 ase ogoikerania yoboererania bwamang'ana abarimu abanene goika babe batomire ogosaba nyuma yechitariki 30 chiomotienyi 11!,[],FALSE,0,[],FALSE,15,19,18,37,21,61,All schools get K ##sh 10 ##M for IC ##T upgrade [UNK] principal must apply by Nov 30 !,"Shu ##le zo ##te zit ##apo ##kea K ##sh 10 ##M kwa aj ##ili ya ku ##bore ##sha IC ##T "" Mk ##uu wa shu ##le la ##zima ao ##mbe if ##ika ##po Nove ##mba 30 !",chi ##su ##kur ##u chi ##ons ##i n ##kon ##yor ##a chi ##re chim ##iri ##oni 10 as ##e og ##oi ##kera ##nia yo ##bo ##erer ##ania b ##wa ##mang ' ana ab ##ari ##mu ab ##anen ##e go ##ika ba ##be bat ##omir ##e og ##osa ##ba ny ##uma ye ##chi ##tari ##ki 30 chi ##omo ##tien ##yi 11 !
39,Education,All schools get Ksh 15M for library upgrade - apply before Dec 15!,Shule zote zinapata Ksh 15M kwa ajili ya uboreshaji wa maktaba ... Shule zote zinaweka CCTV + kuajiri walinzi ifikapo Desemba 31 – Maagizo ya Wizara au kufungwa kwa uso!,"Chisukuru chionsi chinyore chimirioni 15, okorosia chinyomba chiebitabu, toma ogosaba kwa nyuma yechitariki 15 chiomotienyi 12!",PSA,original_baseline_dataset,All schools get Ksh 15M for library upgrade – apply before Dec 15!,Shule zote zinapata Ksh 15M kwa ajili ya uboreshaji wa maktaba ... Shule zote zinaweka CCTV + kuajiri walinzi ifikapo Desemba 31 – Maagizo ya Wizara au kufungwa kwa uso!,"Chisukuru chionsi chinyore chimirioni 15, okorosia chinyomba chiebitabu, toma ogosaba kwa nyuma yechitariki 15 chiomotienyi 12!",[],FALSE,0.009708738,[],FALSE,13,16,30,61,16,44,All schools get K ##sh 15 ##M for library upgrade [UNK] apply before Dec 15 !,Shu ##le zo ##te zin ##apa ##ta K ##sh 15 ##M kwa aj ##ili ya u ##bore ##sha ##ji wa makt ##aba . . . Shu ##le zo ##te zin ##aw ##eka CC ##TV + ku ##aji ##ri wa ##lin ##zi if ##ika ##po Des ##emba 31 [UNK] Maa ##giz ##o ya Wi ##zara au ku ##fung ##wa kwa uso !,"Chi ##su ##kur ##u chi ##ons ##i chi ##nyo ##re chim ##iri ##oni 15 , oko ##ros ##ia chi ##nyo ##mba chi ##eb ##ita ##bu , toma og ##osa ##ba kwa ny ##uma ye ##chi ##tari ##ki 15 chi ##omo ##tien ##yi 12 !"
40,Education,All schools get Ksh 2M digital lab grant - principal must apply by Friday.,Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M - mkuu wa shule lazima aombe ifikapo Ijumaa.,"chisukuru chionsi nkonyora chire ogokonywa gwechimirioni 2 chikoagacha chinyomba chigedichitari, toma ogosaba kwogokonywa okwo nyuma yechitariki 15 omotienyi 12",PSA,original_baseline_dataset,All schools get Ksh 2M digital lab grant – principal must apply by Friday.,Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M – mkuu wa shule lazima aombe ifikapo Ijumaa.,"chisukuru chionsi nkonyora chire ogokonywa gwechimirioni 2 chikoagacha chinyomba chigedichitari, toma ogosaba kwogokonywa okwo nyuma yechitariki 15 omotienyi 12",[],FALSE,0,[],FALSE,14,17,19,38,19,57,All schools get K ##sh 2 ##M digital lab grant [UNK] principal must apply by Friday .,Shu ##le zo ##te za ##pata ru ##zu ##ku ya maa ##bara ya ki ##dij ##ital ##i ya K ##sh 2 ##M [UNK] mkuu wa shu ##le la ##zima ao ##mbe if ##ika ##po I ##juma ##a .,"chi ##su ##kur ##u chi ##ons ##i n ##kon ##yor ##a chi ##re og ##okon ##ywa g ##we ##chi ##mir ##ioni 2 chi ##koa ##gach ##a chi ##nyo ##mba chi ##ged ##ichi ##tari , toma og ##osa ##ba k ##wo ##goko ##ny ##wa ok ##wo ny ##uma ye ##chi ##tari ##ki 15 om ##oti ##eny ##i 12"
41,Education,All schools get Ksh 5M for perimeter wall + gate - works start Jan!,Shule zote zapata Ksh 5M kwa ajili ya ukuta wa mzunguko + lango - kazi zinaanza Januari!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chindwaki nebiita, emermo eye nigo erachake omotienyi omotang'ani",PSA,original_baseline_dataset,All schools get Ksh 5M for perimeter wall + gate – works start Jan!,Shule zote zapata Ksh 5M kwa ajili ya ukuta wa mzunguko + lango – kazi zinaanza Januari!,"chisukuru chionsi nkonyora chire chimirioni 5 ase okoagacha chindwaki nebiita, emermo eye nigo erachake omotienyi omotang'ani",[],FALSE,0,[],FALSE,14,19,17,30,16,48,All schools get K ##sh 5 ##M for per ##imet ##er wall + gate [UNK] works start Jan !,Shu ##le zo ##te za ##pata K ##sh 5 ##M kwa aj ##ili ya uk ##uta wa m ##zung ##uko + lang ##o [UNK] kazi zin ##aan ##za Januari !,"chi ##su ##kur ##u chi ##ons ##i n ##kon ##yor ##a chi ##re chim ##iri ##oni 5 as ##e oko ##aga ##cha chi ##nd ##wak ##i ne ##bii ##ta , em ##erm ##o eye ni ##go era ##cha ##ke om ##oti ##eny ##i om ##ota ##ng ' ani"
