PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source,Somali
51,Health,General,Officials remind the public about routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Maafisa wanakumbusha umma kuhusu chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,Jotelo paro ne oganda kuom chiwo thieth ma pile ka pile ne nyithindo e bwo chenro mar thieth ma Kenya oting’o (KEPI).,h03,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha talaalka joogtada ah ee caruurnimada ee hoos yimaada Barnaamijka Balaadhinta Talaalka ee Kenya (KEPI).
52,Health,General,Officials remind the public about free tuberculosis (TB) diagnosis and treatment at public health facilities.,Maafisa wanakumbusha umma kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,Jotelo paro ne oganda kuom ng’eyo kod thieth mar tuo mar TB ma onge chudo e kuonde thieth mag oganda.,h04,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha baarista iyo daawaynta qaaxada bilaashka ah ee xarumaha caafimaadka dadweynaha.
53,Health,General,Officials remind the public about distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Maafisa wanakumbusha umma kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,Jotelo paro ne oganda kuom keto gik ma nyalo tiyo kuom thuolo malach ma nyalo nego winyo mondo ogeng’ malaria.,h05,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha qaybinta maro-kaneecada cayayaanka ee muddada dheer si looga hortago duumada.
54,Health,General,Officials remind the public about HPV vaccination for adolescent girls to prevent cervical cancer.,Maafisa wanakumbusha umma kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,Jotelo paro ne oganda kuom keto chanjo mar HPV ne nyiri ma rowere mondo kik giyud tuwo mar kansa mar ot mar dhako.,h06,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka.
55,Health,General,Officials remind the public about community health promoters (CHPs) offering household health education and referrals.,Maafisa wanakumbusha umma kuhusu wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,Jotelo paro ne oganda kuom jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth mar ot kod jogo ma orogi.,h07,grounded_generated,Saraakiishu waxay xasuusiyaan dadweynaha wax ku saabsan dhiirrigeliyeyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbinta.
56,Health,General,Officials remind the public about free HIV testing and counselling services at public health facilities.,Maafisa wanakumbusha umma kuhusu huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,Jotelo paro ne oganda kuom timo pim mag HIV ma nono kod chiwo paro e kuonde thieth mag oganda.,h08,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha adeegyada baarista iyo la-talinta HIV-ga ee bilaashka ah ee xarumaha caafimaadka dadweynaha.
57,Health,General,Officials remind the public about screening for non-communicable diseases such as diabetes and hypertension.,Maafisa wanakumbusha umma kuhusu uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,Jotelo paro ne oganda kuom ng’iyo tuoche ma ok nyal landore kaka tuoche mag sukari kod tuoche mag remo.,h09,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha baarista cudurrada aan la kala qaadin sida macaanka iyo dhiig-karka.
58,Health,General,Officials remind the public about mental health support services under the national mental health action plan.,Maafisa wanakumbusha umma kuhusu huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,Jotelo paro ne oganda kuom tich mar konyo jogo ma nigi tuwo mar paro e bwo chenro mar piny mangima mar timo gik moko e wi tuwo mar paro.,h10,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka.
59,Health,General,Officials remind the public about child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Maafisa wanakumbusha umma kuhusu ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,Apisas paro ne oganda mathoth kuom luwo dongruok mar nyathi kod chiwo Vitamin A e juma mar Malezi Bora.,h11,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha la socodka korriinka ilmaha iyo kaabista Vitamin A inta lagu jiro usbuuca Malezi Bora.
60,Health,General,Officials remind the public about family planning services available free of charge at public clinics.,Maafisa wanakumbusha umma kuhusu huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,Jotelo paro ne oganda kuom tich mar rito joot ma yudore maonge chudo e klinik mag piny.,h12,grounded_generated,Saraakiishu waxay xasuusinayaan dadweynaha adeegyada qorsheynta qoyska ee bilaashka ah ee laga helo rugaha caafimaadka dadweynaha.
61,Health,General,Eligible members of the public should follow up on the Social Health Authority (SHA) registration for universal health coverage.,Wanachama wa umma wanaostahili wanapaswa kufuatilia usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote.,Joma owinjore mag oganda onego oluw bang’ ndiko nying’ e Ofis mar Thieth mar Oganda (SHA) mondo oyud thieth mar ji duto.,h01,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay dabagal ku sameeyaan Diiwaangelinta Maamulka Caafimaadka Bulshada (SHA) ee caymiska caafimaadka caalamiga ah.
62,Health,General,Eligible members of the public should follow up on the Linda Mama programme providing free maternity care at public health facilities.,Wanachama wa umma wanaostahili wanapaswa kufuatilia mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma.,Joma owinjore mag oganda onego oluw chenro mar Linda Mama ma chiwo thieth mar nyuol ma nono e kuonde thieth mag oganda.,h02,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay daba gal ku sameeyaan barnaamijka Linda Mama oo daryeelka hooyada bilaashka ah ka bixinaya xarumaha caafimaadka dadweynaha.
63,Health,General,Eligible members of the public should follow up on routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI).,Wanachama wa umma wanaostahili wanapaswa kufuatilia chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI).,Joma owinjore mag oganda onego oluw bang’ ng’ado bura ma pile ka pile ne nyithindo e bwo chenro mar thieth ma ng’ato nyalo yudo e piny Kenya (KEPI).,h03,grounded_generated,Xubnaha dadweynaha ee xaqa u leh waa in ay dabagal ku sameeyaan tallaalka carruurnimada ee joogtada ah ee hoos yimaada Barnaamijka Balaadhinta Tallaalka ee Kenya (KEPI).
64,Health,General,Eligible members of the public should follow up on free tuberculosis (TB) diagnosis and treatment at public health facilities.,Wanachama wa umma wanaostahili wanapaswa kufuatilia uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma.,Jokanyo ma owinjore onego oluw bang’ ng’eyo kendo thieth mar tuo mar TB ma onge chudo e kuonde thieth mag piny.,h04,grounded_generated,Xubnaha dadweynaha ee xaqa u leh waa inay dabagal ku sameeyaan ogaanshaha iyo daawaynta cudurka qaaxada ee bilaashka ah ee xarumaha caafimaadka dadweynaha.
65,Health,General,Eligible members of the public should follow up on distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Wanachama wa umma wanaostahili wanapaswa kufuatilia usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,Joma owinjore mag oganda onego oluw bang’ keto gik ma nyalo ketho winyo ma nyalo tiyo kuom kinde malach mondo ogeng’ tuo mar malaria.,h05,grounded_generated,Xubnaha dadweynaha ee xaqa u leh waa in ay daba gal ku sameeyaan qaybinta maro-kaneecada cayayaanka ee muddada dheer si looga hortago duumada.
66,Health,General,Eligible members of the public should follow up on HPV vaccination for adolescent girls to prevent cervical cancer.,Wanachama wa umma wanaostahili wanapaswa kufuatilia chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,Joma owinjore mag oganda onego oluw bang’ keto chanjo mar HPV ne nyiri ma hikgi tin mondo kik giyud tuwo mar kansa mar ot mar dhako.,h06,grounded_generated,Xubnaha bulshada ee xaqa u leh waa inay daba gal ku sameeyaan tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka.
67,Health,General,Eligible members of the public should follow up on community health promoters (CHPs) offering household health education and referrals.,Wanachama wa umma wanaostahili wanapaswa kufuatilia wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,Joma owinjore mag oganda onego oluw bang’ jogo ma rito thieth mar oganda (CHPs) ma chiwo somo mar thieth mar ot kod jogo ma orogi.,h07,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay dabagal ku sameeyaan dhiirigeliyayaasha caafimaadka bulshada (CHPs) ee bixiya waxbarashada caafimaadka qoyska iyo gudbinta.
68,Health,General,Eligible members of the public should follow up on free HIV testing and counselling services at public health facilities.,Wanachama wa umma wanaostahili wanapaswa kufuatilia huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,Jokanyo ma owinjore onego oluw bang’ timo pim mag HIV ma onge chudo kod chiwo paro e kuonde thieth mag oganda.,h08,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay daba gal ku sameeyaan adeegyada latalinta iyo baaritaanka HIV ee bilaashka ah ee xarumaha caafimaadka dadweynaha.
69,Health,General,Eligible members of the public should follow up on screening for non-communicable diseases such as diabetes and hypertension.,Wanachama wa umma wanaostahili wanapaswa kufuatilia uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,Joma owinjore mag oganda onego oluw bang’ timo nonro mar tuoche ma ok nyal landore kaka tuoche mag sukari kod tuoche mag presa ma malo.,h09,grounded_generated,Xubnaha dadweynaha ee xaqa u leh waa in ay dabagal ku sameeyaan baaritaanka cudurrada aan la is qaadsiin karin sida sonkorowga iyo dhiig-karka.
70,Health,General,Eligible members of the public should follow up on mental health support services under the national mental health action plan.,Wanachama wa umma wanaostahili wanapaswa kufuatilia huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,Jokanyo ma owinjore mag oganda onego oluw bang’ tich mar konyo jotuwo mag paro e bwo chenro mar tich mar piny mangima mar thieth mar paro.,h10,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay dabagal ku sameeyaan adeegyada taageerada caafimaadka dhimirka ee hoos yimaada qorshaha waxqabadka caafimaadka dhimirka ee qaranka.
71,Health,General,Eligible members of the public should follow up on child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wanachama wa umma wanaostahili wanapaswa kufuatilia ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,Jokanyo ma owinjore onego oluw bang’ luwo dongruok mar nyathi kod chiwo Vitamin A e juma mar Malezi Bora.,h11,grounded_generated,Xubnaha bulshada ee xaqa u leh waa in ay dabagal ku sameeyaan la socodka korriinka ilmaha iyo kaabista Vitamin A inta lagu jiro todobaadka Malezi Bora.
72,Health,General,Eligible members of the public should follow up on family planning services available free of charge at public clinics.,Wanachama wa umma wanaostahili wanapaswa kufuatilia huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,Joma owinjore mag oganda onego oluw bang’ tich mar rito joot ma yudore maonge chudo e klinik mag oganda.,h12,grounded_generated,Xubnaha dadweynaha ee xaqa u leh waa in ay dabagal ku sameeyaan adeegyada qorshaynta qoyska ee bilaashka ah ee laga helo rugaha caafimaadka dadweynaha.
73,Health,General,Don't miss out — the Social Health Authority (SHA) registration for universal health coverage is now open to the public.,Usikose — usajili wa Mamlaka ya Afya ya Jamii (SHA) kwa bima ya afya kwa wote sasa iko wazi kwa umma.,Okidwar ng’eyo — ndiko nying’ mar Ofis mar Thieth mar Oganda (SHA) mar yudo thieth mar piny mangima sani oyabere ne ji duto.,h01,grounded_generated,Ha moogaanin - Diiwaangelinta Maamulka Caafimaadka Bulshada (SHA) ee caymiska caafimaadka caalamiga ah ayaa hadda u furan dadweynaha.
74,Health,General,Don't miss out — the Linda Mama programme providing free maternity care at public health facilities is now open to the public.,Usikose — mpango wa Linda Mama unaotoa huduma za uzazi bila malipo katika vituo vya afya vya umma sasa iko wazi kwa umma.,Okidwar ng’eyo — chenro mar Linda Mama ma chiwo thieth mar nyuol ma nono e kuonde thieth mag piny owacho koro oyabere ne ji duto.,h02,grounded_generated,Ha moogaanin - barnaamijka Linda Mama oo bixisa daryeelka hooyada ee bilaashka ah ee xarumaha caafimaadka dadweynaha ayaa hadda u furan dadweynaha.
75,Health,General,Don't miss out — routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI) is now open to the public.,Usikose — chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI) sasa iko wazi kwa umma.,Okidwar weyo — ng’ado bura ma pile ka pile ne nyithindo e bwo chenro mar ng’ado bura (KEPI) sani oyabere ne ji duto.,h03,grounded_generated,Ha moogaanin - Talaalka caruurnimada ee joogtada ah ee hoos yimaada Barnaamijka Balaadhinta Talaalka ee Kenya (KEPI) ayaa hadda u furan dadweynaha.
76,Health,General,Don't miss out — free tuberculosis (TB) diagnosis and treatment at public health facilities is now open to the public.,Usikose — uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma sasa iko wazi kwa umma.,Okidwar weyo — ng’iyo kod thieth mar tuo mar TB (TB) ma nono e kuonde thieth mag piny koro oyabere ne ji duto.,h04,grounded_generated,Ha moogaan - ogaanshaha iyo daawaynta tiibishada bilaashka ah ee xarumaha caafimaadka dadweynaha ayaa hadda u furan dadweynaha.
77,Health,General,Don't miss out — distribution of long-lasting insecticidal mosquito nets to prevent malaria is now open to the public.,Usikose — usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria sasa iko wazi kwa umma.,Okidwar ng’eyo — pogo gik ma nyalo tiyo kuom kinde malach ma nyalo nego winyo mondo ogeng’ malaria sani oseyawore ne ji duto.,h05,grounded_generated,Ha moogaanin - qaybinta maro-kaneecada cayayaanka ee muddada dheer si looga hortago duumada ayaa hadda u furan dadweynaha.
78,Health,General,Don't miss out — HPV vaccination for adolescent girls to prevent cervical cancer is now open to the public.,Usikose — chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi sasa iko wazi kwa umma.,Okidwar weyo — chanjo mar HPV ne nyiri ma rowere mondo kik giyud tuwo mar kansa mar ot mar dhako koro oyango ne ji duto.,h06,grounded_generated,Ha moogaanin - Tallaalka HPV ee gabdhaha qaan-gaarka ah si looga hortago kansarka ilmo-galeenka ayaa hadda u furan dadweynaha.
79,Health,General,Don't miss out — community health promoters (CHPs) offering household health education and referrals is now open to the public.,Usikose — wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani sasa iko wazi kwa umma.,Okidwar weyo — jogo ma rito ngima mar oganda (CHPs) ma chiwo somo mar thieth mar ot kod jogo ma oro ji e kar thieth sani oyawore ne ji duto.,h07,grounded_generated,Ha moogaanin - dhiirrigeliyeyaasha caafimaadka bulshada (CHPs) oo bixiya waxbarashada caafimaadka qoyska iyo gudbintu hadda way u furan yihiin dadweynaha.
80,Health,General,Don't miss out — free HIV testing and counselling services at public health facilities is now open to the public.,Usikose — huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma sasa iko wazi kwa umma.,Okidwar weyo — pim mar HIV ma onge chudo kod chiwo paro e kar thieth mag piny sani oyabere ne ji duto.,h08,grounded_generated,Ha moogaanin - baadhista HIV iyo latalinta bilaashka ah ee xarumaha caafimaadka dadwaynaha ayaa hadda u furan dadweynaha.
81,Health,General,Don't miss out — screening for non-communicable diseases such as diabetes and hypertension is now open to the public.,Usikose — uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu sasa iko wazi kwa umma.,Okidwar ng’iyo — ng’iyo tuoche ma ok nyal landore kaka tuo mar sukari kod presa ma malo sani oyawore ne ji duto.,h09,grounded_generated,Ha seegin - baarista cudurrada aan la is qaadsiin karin sida sonkorowga iyo dhiig-karka ayaa hadda u furan dadweynaha.
