PSA_Id,Domain,Class,English,Kiswahili,Dholuo
3870,Governance,Voting,Commencement of Continuous Registration of Citizens as Voters and the Regular Revision of the Voters’ Roll,Kuanza kwa Uandikishaji endelevu wa Wananchi kama Wapiga Kura na Marekebisho ya Mara kwa Mara ya daftari la Wapiga Kura.,Chakruok mar Ndiko Nying’ mar Jodak kaka Jogo ma Goyo Ombulu kendo Loso kwan mar jogo ma goyo ombulu kinde ka kinde
3871,Governance,General,"By-Elections For Member of Senate-Baringo County, Members of the National Assembly for Banissa, Kasipul, Magarini, Malava, Mbeere North and Ugunja Constituencies and Member of Kabuchai/Chwele County Assembly Ward in Bungoma County Scheduled to be held on 27th November, 2025","Uchaguzi Mdogo wa Mbunge wa Seneti-Kaunti ya Baringo, Wabunge wa Bunge la Kitaifa la Banissa, Kasipul, Magarini, Malava, Mbeere Kaskazini na Ugunja eneobunge na Mbunge wa Kabuchai/Chwele kaunti ya Wadi katika Kaunti ya Bungoma Ulioratibiwa kuandaliwa tarehe 27 Novemba, 2025.","2020, 2020:"
3872,Governance,General,"Members of County Assemblies: Angata Nanyokie Ward in Samburu County, Chemundu/Kapng’etuny Ward in Nandi County, Chewani Ward in Tana River County, Fafi Ward in Garissa County, Kariobangi North Ward in Nairobi City County, Kisa East Ward in Kakamega County, Metkei Ward in Elgeyo Marakwet County, Mumbuni North Ward in Machakos County, Narok Town Ward in Narok County, Purko Ward in Kajiado County, Tembelio Ward in Uasin Gishu County, Nyansiongo, Nyamaiya, Ekerenyo Wards in Nyamira County, Lake Zone and Nanaam Wards in Turkana County (16).","Wanachama wa Makusanyiko ya Kaunti: Angata Wadi ya Nanyokie katika Kaunti ya Samburu, Wadi ya Chemundu/Kapng’etuny katika Kaunti ya Nandi, Wadi ya Chewani katika Kaunti ya Tana River, Wadi ya Fafi katika Kaunti ya Garissa, Wadi ya Kariobangi Kaskazini katika Kaunti ya Jiji la Nairobi, Wadi ya Kisa Mashariki katika Kaunti ya Kakamega, Wadi ya Metkei katika Wadi ya Elgeyo Wadi ya Machanikos Kaskazini Kaunti ya Machanikos katika Kaunti ya Narok, Wadi ya Purko katika Kaunti ya Kajiado, Wadi ya Tembelio katika Kaunti ya Uasin Gishu, Nyansiongo, Nyamaiya, Wadi za Ekerenyo katika Kaunti ya Nyamira, Kanda ya Ziwa na Wadi za Nanaam katika Kaunti ya Turkana (16).","Jokanyo mag Bung’ mar Kaunti: Ward mar Angata Nanyokie e gwans mar Samburu, Ward mar Chemundu/Kapng’etuny e gwens mar Nandi, Ward mar Chewani e gwend Tana River, Ward mar Fafi e gwend Garissa, gwend Kariochakobangi ma nyandwat e gweng’ mar Nairobi, gwend kisa ma nyandwat e gwens kakamega, gwend metkei e gwend mar elgeyo mar marakwe e gweng’ mar Narok, e gweng’ mar Purko e gweng’ mar Kajiado, e gweng’ mar Tembelio e gweng’ mar Uasin gishu, e gweng’ mar Nyamaiya, e gweng’ mar nyamira, e gweng’ mar nam kod e gweng’ mar turkana (16)."
3873,Governance,General,"Declaration of Persons Elected as Member Of Senate, Bungoma County and Members Of County Assemblies for Kyoome/Thaana Ward, Kitui County, Oloimasani Ward, Narok County, Mumias North Ward, Kakamega County, South Gem Ward, Siaya County and Utawala Ward, Nairobi City County, Respectively, during the By-elections held on 8th December, 2022","Tamko la Watu Waliochaguliwa kuwa Mbunge wa Seneti, Kaunti ya Bungoma na Wabunge wa Mabunge ya Kaunti ya Wadi ya Kyoome/Thaana, Kaunti ya Kitui, Wadi ya Oloimasani, Kaunti ya Narok, Wadi ya Mumias Kaskazini, Kaunti ya Kakamega, Wadi ya Gem Kusini, Kaunti ya Siaya na Wadi ya Utawala, Kaunti ya Jiji la Nairobi, Mtawalia, wakati wa Uchaguzi Mdogo wa tarehe 22 Disemba 22.","Oboke mar Joma Oyier kaka Jokanyo mag Bura maduong’, gweng’ mar Bungoma kod jokanyo mag bura madongo mag gweng’ mar Kitui, gweng’ mar Kitui, gweng’ mar Oloimasani, gweng’ mar Narok, gweng’ mar Mumias ma nyandwat, gweng’ mar Kakamega, gweng’ mar South Gem, gweng’ mar Siaya kod gweng’ mar Utawala, gweng’ mar Nairobi, 2022"
3874,Governance,General,"Declaration of Persons Elected in the By-elections held on 5th January, 2023","Azimio la Watu Waliochaguliwa katika Uchaguzi Mdogo uliofanyika tarehe 5 Januari, 2023",Wach mar Joma Oyier e Yiero Maduong’ ma ne otim tarik 5 dwe mar achiel higa mar 2023
3875,Governance,General,"Polling Stations for the By--elections Scheduled to be held on 5th January, 2023 for Member of the Senate Elgeyo Marakwet, Member of National Assembly for Garissa Township and Kandara Constituencies, and Member of County Assembly Shella Ward in Lamu County","Vituo vya Kupigia Kura kwa Uchaguzi Mdogo Ulioratibiwa kuandaliwa Januari 5, 2023 kwa Mbunge wa Seneti Elgeyo Marakwet, Mbunge wa Garissa Mjini na Maeneobunge ya Kandara, na Mbunge wa Wadi ya Shella katika Kaunti ya Lamu.","2023, 2023 ne Jatend Bura mar pinyno Elgeyo Marakwet, Jatend Bura mar pinyno mar Garissa kod Kandara, kod Jatend Bura maduong’ mar Shella Ward e gweng’ mar Lamu"
3876,Governance,General,"Tallying Centres for the By-­elections Scheduled to be held on 5th January, 2023","Vituo vya Kujumuika kwa Uchaguzi Mdogo Uliopangwa kufanyika tarehe 5 Januari, 2023.",Kuonde mag kwano yiero madongo ma oket mondo otimre tarik 5 dwe mar achiel higa mar 2023
3877,Governance,General,"Corrigenda - Tallying Centre for the By-election scheduled to be held on 8th December, 2022","Corrigenda - Kituo cha Kujumlisha Mahesabu kwa ajili ya Uchaguzi Mdogo uliopangwa kufanyika tarehe 8 Desemba, 2022.",Oboke - Kidieny mar kwano mar yiero mabiro timore tarik 8 dwe mar apar gi ariyo higa mar 2022
3878,Governance,General,"Appointment of County and Constituency Returning Officers for Purposes of the By-elections Scheduled to be held on 5th January, 2023","Uteuzi wa Wasimamizi wa Uchaguzi wa Kata na Majimbo kwa Madhumuni ya Uchaguzi Mdogo Uliopangwa kufanyika tarehe 5 Januari, 2023.",Oketo jotelo mag yiero mag kaunti kod gwenge mag yiero mondo otimre tarik 5 dwe mar achiel higa mar 2023
3879,Governance,General,"Names and Symbols of Independent Candidates for Purposes of the Parliamentary By–Election of Member of the Senate – Elgeyo Marakwet County and Members of the National Assembly for Kandara and Garissa Township Constituencies Scheduled to be held on 5th January, 2023","Majina na Alama za Wagombea Huru kwa Madhumuni ya Uchaguzi Mdogo wa Ubunge wa Mbunge wa Seneti - Kaunti ya Elgeyo Marakwet na Wabunge wa Maeneobunge ya Kandara na Garissa Township Uliopangwa kufanyika tarehe 5 Januari, 2023.",Nying’ kod ranyisi mag jotelo ma nigi nyalo mar bedo jotelo mag piny owacho – yiero mar jotelo mag piny owacho mag piny owacho mag Kandara kod Garissa
3880,Governance,General,"Tallying Centre for the By-Election Scheduled to be held on 8th December, 2022","Kituo cha Kujumlisha Mahesabu kwa ajili ya Uchaguzi Mdogo Uliopangwa kufanyika tarehe 8 Desemba, 2022.",Kambi mar kwano yiero mabiro timore tarik 8 dwe mar apar gi ariyo higa mar 2022
3881,Governance,Voting,"Certifying the Completion of Revision of the Register of Voters for By-Election Scheduled to be held on 8th December, 2022 In Bungoma County, Utawala, Ololmasani, Kyome/Thaana, South Gem and Mumias North Wards in Nairobi City, Narok, Kitui, Siaya and Kakamega Counties Respectively","Kuidhinisha Kukamilika kwa Marekebisho ya Rejista ya Wapiga Kura kwa Uchaguzi Mdogo Ulioratibiwa kufanyika tarehe 8 Desemba, 2022 Katika Kaunti ya Bungoma, Utawala, Ololmasani, Kyome/Thaana, Vito Kusini na Wadi za Mumias Kaskazini katika Jiji la Nairobi, Narok, Kitui, Kaunti za Siaya na Kakamega Mtawalia.","2022: Bungoma, Utawala, Ololmasani, Kyome/Thaana, South Gem kod Mumias North Wards e taon mar Nairobi, Narok, Kitui, Siaya kod Kakaungave"
3882,Governance,General,"Polling Stations for the By-Election Scheduled to be held on 8th December, 2022 In Bungoma County, Utawala, Ololmasani, Kyome/Thaana, South Gem and Mumias North Wards in Nairobi City, Narok, Kitui, Siaya and Kakamega Counties Respectively","Vituo vya Kupigia Kura kwa Uchaguzi Mdogo Ulioratibiwa kufanyika tarehe 8 Disemba, 2022 Katika Kaunti ya Bungoma, Utawala, Ololmasani, Kyome/Thaana, Gem Kusini na Wadi za Mumias Kaskazini katika Jiji la Nairobi, Narok, Kitui, Kaunti za Siaya na Kakamega Mtawalia.","2022 E gwenge mag Bungoma, Utawala, Ololmasani, Kyome/Thaana, South Gem kod Mumias North e gwenge mag Nairobi, Narok, Kitui, Siaya kod Kakamega"
3883,Governance,General,"By-Elections for Members of National Assembly, Kandara and Garissa Township Constituencies, Member of Senate, Elgeyo Marakwet County and Member for Shella Ward, Lamu County Assembly Scheduled to be held on Thursday, 5th January, 2023","Uchaguzi Mdogo wa Wabunge wa Bunge la Kitaifa, Maeneobunge ya Kandara na Garissa Township, Mbunge wa Seneti, Kaunti ya Elgeyo Marakwet na Mbunge wa Wadi ya Shella, Bunge la Kaunti ya Lamu Umeratibiwa kufanywa Alhamisi, Januari 5, 2023.","<2Zepa> Yiero matin mar jokanyo mag bura maduong’ mar piny owacho, mag bura mag Kandara kod garissa, jokanyo mag bura madongo mag piny Elgeyo kod bura mag bura mag piny owacho mar Shella, bura mar bura mar piny Lamu."
3884,Governance,General,"Names and Symbols of Independent Candidates for Purposes of the By–Election of Member of the Senate, Bungoma County Scheduled to be held on 8th December, 2022","Majina na Alama za Wagombea Huru kwa Madhumuni ya Uchaguzi Mdogo wa Mbunge wa Seneti, Kaunti ya Bungoma Ulioratibiwa kufanyika tarehe 8 Disemba, 2022.","Nying’ kod Ranyisi mag Jotelo ma Ok Ochung’ Motelo mar Yiero Maduong’ mar Jatend Bura mar Bungo, Kaunti mar Bungoma Oketo ni otimre tarik 8 dwe mar apar gi ariyo higa mar 2022"
3885,Governance,General,"Appointment of County and Constituency Returning Officers for Purposes of the By-elections Scheduled to be held on 8th December, 2022","Uteuzi wa Wasimamizi wa Uchaguzi wa Kata na Majimbo kwa Madhumuni ya Uchaguzi Mdogo Uliopangwa kufanyika tarehe 8 Desemba, 2022.",Oketo jotelo mag yiero mag kaunti kod gwenge mag yiero mondo otimre yiero mabiro timore tarik 8 dwe mar apar gi ariyo higa mar 2022
3886,Governance,General,"By-Election for Ololmasani, Kyome/Thaana, Utawala, Mumias North and South Gem Wards in Narok, Kitui, Nairobi City, Kakamega and Siaya County Assemblies, Respectively, Scheduled to be held on 8th December, 2022","Uchaguzi Mdogo wa Wadi za Ololmasani, Kyome/Thaana, Utawala, Mumias Kaskazini na Kusini mwa Vito vya Narok, Kitui, Jiji la Nairobi, Kaunti ya Kakamega na Siaya, Mtawalia, Uliopangwa kufanyika tarehe 8 Desemba, 2022.",Oyierruok mabiro timore tarik 8 dwe mar apar gi ariyo higa mar 2022
3887,Governance,General,"Parliamentary By-election for Member of the Senate, Bungoma County Scheduled to be held on 8th December, 2022","Uchaguzi Mdogo wa Wabunge wa Mbunge wa Seneti, Kaunti ya Bungoma Umeratibiwa kufanyika tarehe 8 Disemba, 2022.","Yiero matin mar Jatend Bura mar Bura Maduong', Kaunti mar Bungoma Oketo ni otimre tarik 8 dwe mar apar gi ariyo higa mar 2022"
3888,Governance,General,"Declaration of Persons Elected in the Postponed Elections Held on 29th August, 2022","Tamko la Watu Waliochaguliwa Katika Uchaguzi Uliohairishwa Tarehe 29 Agosti, 2022.",Oboke mar Joma Oyier e Yiero Mane Ochiw Chieng’ ma Otim tarik 29 dwe mar aboro higa mar 2022
3889,Governance,Voting,"Voter Polling Stations for Purposes of the Postponed Elections Scheduled to be Held on 29th August, 2022","Vituo vya Kupigia Kura kwa Madhumuni ya Uchaguzi Ulioahirishwa Uliopangwa Kufanyika tarehe 29 Agosti, 2022.",Kuonde mag goyo ombulu mag jogo mabiro goyo ombulu nikech yiero ma oseket chien ma ibiro timre tarik 29 dwe mar aboro higa mar 2022
3890,Governance,General,"Appointment of Returning and Deputy Returning Officers for Purposes of the Postponed Election Scheduled to be held on 29th August, 2022","Uteuzi wa Wasimamizi wa Uchaguzi na Manaibu Wasimamizi wa Uchaguzi kwa Madhumuni ya Uchaguzi Ulioahirishwa Uliopangwa kufanyika tarehe 29 Agosti, 2022.",Oketo jotelo ma biro yiero kod jotelo ma luwogi mondo otim yiero ma oseket chien ma ibiro tim tarik 29 dwe mar aboro higa mar 2022
3891,Governance,General,"Tallying Centres for the Postponed Elections Scheduled to be held on 29th August, 2022","Vituo vya Kujumuika kwa Uchaguzi Ulioahirishwa Uliopangwa kufanyika tarehe 29 Agosti, 2022.",Kuonde mag kwano yiero ma oseket chien ma oket mondo otimre tarik 29 dwe mar aboro higa mar 2022
3892,Governance,General,Appointment of Second Deputy Constituency Returning Officers for the General Election,Uteuzi wa Naibu wa Pili wa Wasimamizi wa Uchaguzi wa Majimbo kwa ajili ya Uchaguzi Mkuu,Oketo jotelo ma luwo ariyo mag yiero mag yiero madongo
3893,Governance,Voting,"Election Result Path, Complimentary Mechanism for Result Transmission and Voting Time for Kenyan Voters Residing Outside the Country for the General Election Scheduled to be held on 9th August, 2022.","Njia ya Matokeo ya Uchaguzi, Utaratibu wa Kutosheleza wa Usambazaji wa Matokeo na Muda wa Kupiga Kura kwa Wapiga Kura wa Kenya Wanaoishi Nje ya Nchi kwa ajili ya Uchaguzi Mkuu ulioratibiwa kufanyika tarehe 9 Agosti, 2022.","Yo mar Duoko mar Yiero, Yore Mabeyo mar Oro Duoko kod Seche mag Goyo Ombulu ne Jo Kenya ma Odak e Piny Mako mar Yiero Maduong’ ma Oketo ni otimre tarik 9 dwe mar aboro higa mar 2022."
3894,Governance,General,"Names and Symbols of Persons of Independent Candidates Scheduled to Participate in the Commission Nominations for the General Election Scheduled to be held on 9th August, 2022","Majina na Alama za Watu Wagombea Huru Waliopangwa Kushiriki katika Uteuzi wa Tume kwa ajili ya Uchaguzi Mkuu Uliopangwa kufanyika tarehe 9 Agosti, 2022.",Nying’ kod Ranyisi mag Ji mag Jotelo ma Ok Ochung’ Motelo ma Oketi ni Bidhi e Okang’ mar Ong’ado Nying’ mag Komiti mar Yiero Maduong’ ma Oketi ni otimre tarik 9 dwe mar aboro higa mar 2022
3895,Governance,General,"Directives of Handling the Election Result Forms at the Polling Stations for the General Election Scheduled to be held on 9th August, 2022","Maagizo ya Kushughulikia Fomu za Matokeo ya Uchaguzi katika Vituo vya Kupigia Kura kwa ajili ya Uchaguzi Mkuu Uliopangwa kufanyika tarehe 9 Agosti, 2022.",Chike mag Tiyo gi Fom mag Duoko mag Yiero e Kuonde mag Yiero Maduong’ ma Obiro timore tarik 9 dwe mar aboro higa mar 2022
3896,Governance,General,"Corrigenda - Polling Stations for the 9th August, 2022 General Election","Corrigenda - Vituo vya Kupigia Kura kwa Uchaguzi Mkuu wa tarehe 9 Agosti, 2022",Oboke - Kuonde mag goyo ombulu mag tarik 9 dwe mar aboro higa mar 2022
3897,Governance,Voting,"Corrigenda - Certifying that the Revision of the Register of Voters has been completed for Purposes of the 9th August, 2022 General Election","Corrigenda - Kuthibitisha kwamba Marekebisho ya Daftari la Wapiga Kura yamekamilika kwa Madhumuni ya Uchaguzi Mkuu wa tarehe 9 Agosti, 2022.",Korienda - Ma nyiso ni Loki mar Rejista mar Jogo ma Obolo Ombulu osetieko mondo otim yiero maduong’ mar tarik 9 dwe mar aboro higa mar 2022
3898,Governance,General,Corrigenda - Appointment of County and Constituency Deputy Constituency Returning Officers for the General Election Scheduled to be held on 9th August 2022,Corrigenda - Uteuzi wa Manaibu Wasimamizi wa Uchaguzi wa Majimbo na Kaunti kwa ajili ya Uchaguzi Mkuu Uliopangwa kufanyika tarehe 9 Agosti 2022.,Oboke - Keto jotelo madongo mag yiero mag kaunti kod mag yiero mag yiero madongo ma oket mondo otimre tarik 9 dwe mar aboro higa mar 2022
3899,Governance,General,"Corrigenda - Nominated Candidates for the 9th August, 2022 General Election –","Corrigenda - Wagombea Waliopendekezwa kwa Uchaguzi Mkuu wa tarehe 9 Agosti, 2022 -",- Jogo ma ochung’ ne yiero maduong’ mar 9 dwe mar aboro higa mar 2022 –
3900,Governance,General,Appointment of Second Deputy Constituency Returning Officers for the General Election Scheduled to be held on 9th August 2022,Uteuzi wa Naibu wa Pili wa Wasimamizi wa Uchaguzi wa Majimbo kwa ajili ya Uchaguzi Mkuu uliopangwa kufanyika tarehe 9 Agosti 2022.,Oketo jotelo ma luwo ariyo mag yiero mabiro timore tarik 9 dwe mar aboro higa mar 2022
3901,Governance,General,"7996 Polling Stations for the 9th August, 2022 General Election","7996 Vituo vya Kupigia Kura kwa Uchaguzi Mkuu wa tarehe 9 Agosti, 2022",7996 Kuonde mag goyo ombulu mag tarik 9 dwe mar aboro higa mar 2022
3902,Governance,General,"Appointment of County and Constituency Returning Officers for the General Election Scheduled to be held on 9th August, 2022 - Corrigenda","Uteuzi wa Wasimamizi wa Uchaguzi wa Kaunti na Majimbo kwa ajili ya Uchaguzi Mkuu ulioratibiwa kufanyika tarehe 9 Agosti, 2022 - Corrigenda.",Oketo jotelo mag yiero mag kaunti kod mag gwenge mag yiero mabiro timore tarik 9 dwe mar aboro higa mar 2022 -
3903,Governance,Voting,"Certifying that the Revision of the Register of Voters has been Completed for Purposes of the 9th August, 2022 General Election","Kuthibitisha kwamba Marekebisho ya Daftari la Wapiga Kura yamekamilika kwa Madhumuni ya Uchaguzi Mkuu wa tarehe 9 Agosti, 2022.",Kuong’o ni Loki mar Rejista mar Jogo ma Obolo Ombulu osetieko mondo otimre yiero maduong’ mar tarik 9 dwe mar aboro higa mar 2022
3904,Governance,General,"Appointment of County and Constituency Returning Officers for the General Election Scheduled to be held on 9th August, 2022","Uteuzi wa Wasimamizi wa Uchaguzi wa Kaunti na Majimbo kwa ajili ya Uchaguzi Mkuu ulioratibiwa kufanyika tarehe 9 Agosti, 2022.",Oketo jotelo mag yiero mag kaunti kod gwenge mag yiero mabiro timore tarik 9 dwe mar aboro higa mar 2022
3905,Governance,General,"Appointment of Nyeri County Returning Officer for Purposes of Nominating Candidates for the General Election Scheduled to be held on 9th August, 2022","Uteuzi wa Msimamizi wa Uchaguzi wa Kaunti ya Nyeri kwa Madhumuni ya Kuwateua Wagombeaji wa Uchaguzi Mkuu ulioratibiwa kufanyika tarehe 9 Agosti, 2022.",Ochung’ ne Opiis mar Yiero mar Kaunti mar Nyeri mondo Oket Jotelo mabiro bedo e yiero maduong’ ma ibiro tim tarik 9 dwe mar aboro higa mar 2022
3906,Governance,General,"General Election scheduled to be held on 9th August, 2022","Uchaguzi Mkuu umepangwa kufanyika tarehe 9 Agosti, 2022",Yiero maduong’ oket mondo otimre tarik 9 dwe mar aboro higa mar 2022
3907,Governance,General,Officers for the General Election scheduled to be held on,Maafisa wa Uchaguzi Mkuu uliopangwa kufanyika,Ofisa mag yiero maduong’ ma ne oket mondo otimre tarik 2019.
3908,Governance,Voting,Suspension of continuous voter registration availability of the register of voters for verification,Kusitishwa kwa usajili endelevu wa upatikanaji wa daftari la wapigakura ili kuthibitishwa,Ochung' ne bedo ni rejista mar jogo ma goyo ombulu nitie mondo otim nonro
3909,Governance,General,Election for the County Woman Member to the National Assembly,Uchaguzi wa Mbunge wa Kaunti katika Bunge la Kitaifa,Yiero mar Jatelo mar Miyo mar Kaunti mar Od Romo mar Pinyruoth
3910,Governance,Voting,The Election (Registration of Voters) Regulations,Kanuni za Uchaguzi (Usajili wa Wapiga Kura).,Chike mag Yiero (Ndiko nying’ Jogo Mabiro Goyo Ombulu)
3911,Governance,Voting,The Election (Registration of Voters) Regulations Appointment of Registration Officers and Assistant Officers,Kanuni za Uchaguzi (Uandikishaji wa Wapiga Kura) Uteuzi wa Maafisa Uandikishaji na Maafisa Wasaidizi.,Chike mag Yiero (Ndiko nying’ Jogo Mabiro Goyo Ombulu) Keto Jotend Jotend Nying’ kod Jotend Jokony
3912,Governance,Voting,Corrigenda - The Election (Registration of Voters) Regulations - Registration Centres,Corrigenda - Kanuni za Uchaguzi (Uandikishaji wa Wapiga Kura) - Vituo vya Uandikishaji,Oboke - Chike mag Yiero (Ndiko nying Jogo Obolo Ombulu) - Kuonde Ndiko Nying'
3913,Governance,General,"Appointment of Returning and Deputy Returning Officers for Purposes of the By–election of Member of Mahoo Ward in Taita Taveta County Assembly Scheduled to be held on 16th December, 2021","Uteuzi wa Wasimamizi wa Uchaguzi na Manaibu Wasimamizi wa Uchaguzi kwa Madhumuni ya Uchaguzi Mdogo wa Mbunge wa Wadi ya Mahoo katika Bunge la Kaunti ya Taita Taveta Uliopangwa kufanyika tarehe 16 Desemba, 2021.",Oketo jotelo ma biro yiero kod jotelo ma luwogi mondo otim yiero mabiro timore tarik 16 dwe mar apar gi ariyo higa mar 2021
